__time,/fmu/out/vehicle_odometry/angular_velocity[0],/fmu/out/vehicle_odometry/angular_velocity[1],/fmu/out/vehicle_odometry/angular_velocity[2],/fmu/out/vehicle_odometry/orientation_variance[0],/fmu/out/vehicle_odometry/orientation_variance[1],/fmu/out/vehicle_odometry/orientation_variance[2],/fmu/out/vehicle_odometry/pose_frame,/fmu/out/vehicle_odometry/position[0],/fmu/out/vehicle_odometry/position[1],/fmu/out/vehicle_odometry/position[2],/fmu/out/vehicle_odometry/position_variance[0],/fmu/out/vehicle_odometry/position_variance[1],/fmu/out/vehicle_odometry/position_variance[2],/fmu/out/vehicle_odometry/q[0],/fmu/out/vehicle_odometry/q[1],/fmu/out/vehicle_odometry/q[2],/fmu/out/vehicle_odometry/q[3],/fmu/out/vehicle_odometry/quality,/fmu/out/vehicle_odometry/reset_counter,/fmu/out/vehicle_odometry/timestamp,/fmu/out/vehicle_odometry/timestamp_sample,/fmu/out/vehicle_odometry/velocity[0],/fmu/out/vehicle_odometry/velocity[1],/fmu/out/vehicle_odometry/velocity[2],/fmu/out/vehicle_odometry/velocity_frame,/fmu/out/vehicle_odometry/velocity_variance[0],/fmu/out/vehicle_odometry/velocity_variance[1],/fmu/out/vehicle_odometry/velocity_variance[2],/uav/target_position/x,/uav/target_position/y,/uav/target_position/z
1777391664.492415,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.017863149,3.529902218,-9.985322952
1777391664.494460,0.014068175,0.080404893,-0.000174812,0.000020400,0.000018316,0.000065957,1.000000000,-1.282113433,-0.825614870,-9.988116264,0.011266712,0.011248710,0.025875393,0.772961795,0.016288275,-0.049375940,0.632318676,0.000000000,14.000000000,1777391664494978.000000000,1777391664494978.000000000,2.705704451,1.939671874,0.011572153,1.000000000,0.003165615,0.002986439,0.002051986,,,
1777391664.499468,0.013455282,0.080805995,-0.001044679,0.000020406,0.000018325,0.000065984,1.000000000,-1.268811107,-0.816127777,-9.988059998,0.011303968,0.011285246,0.025920875,0.772967517,0.016186249,-0.049195122,0.632328272,0.000000000,14.000000000,1777391664499978.000000000,1777391664499978.000000000,2.706543684,1.942320704,0.011511446,1.000000000,0.003177641,0.002997998,0.002055317,,,
1777391664.505072,0.013215647,0.078607649,-0.001138139,0.000020408,0.000018329,0.000065996,1.000000000,-1.255468607,-0.806628048,-9.988000870,0.011322672,0.011303587,0.025943657,0.772972941,0.016087208,-0.049018756,0.632337868,0.000000000,14.000000000,1777391664504978.000000000,1777391664504978.000000000,2.707396746,1.944987655,0.011451307,1.000000000,0.003182901,0.003003024,0.002056218,,,
1777391664.509824,0.013103312,0.076895244,-0.000570958,0.000020414,0.000018338,0.000066023,1.000000000,-1.248928666,-0.801972330,-9.987972260,0.011360218,0.011340396,0.025989296,0.772972226,0.016038651,-0.048930496,0.632346809,0.000000000,14.000000000,1777391664507478.000000000,1777391664507478.000000000,2.707711220,1.946255326,0.011417981,1.000000000,0.003194972,0.003014633,0.002059549,,,
1777391664.512459,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.066017559,3.556718310,-9.985322952
1777391664.514534,0.012467493,0.077098154,-0.001540520,0.000020415,0.000018341,0.000066035,1.000000000,-1.235566258,-0.792450666,-9.987913132,0.011379068,0.011358874,0.026012156,0.772978425,0.015940601,-0.048758417,0.632355034,0.000000000,14.000000000,1777391664512478.000000000,1777391664512478.000000000,2.708552599,1.948860884,0.011339164,1.000000000,0.003200247,0.003019683,0.002060449,,,
1777391664.519917,0.011911497,0.077438809,-0.001790279,0.000020428,0.000018360,0.000066089,1.000000000,-1.215677261,-0.778238177,-9.987830162,0.011454935,0.011433227,0.026103856,0.772986352,0.015790222,-0.048498426,0.632369101,0.000000000,14.000000000,1777391664519978.000000000,1777391664519978.000000000,2.709683418,1.952726245,0.011225780,1.000000000,0.003224472,0.003043018,0.002067110,,,
1777391664.524491,0.013606975,0.077736646,-0.001499371,0.000020367,0.000018310,0.000066038,1.000000000,-1.202322364,-0.768705249,-9.987782478,0.011226573,0.011208485,0.025855387,0.772992432,0.015693318,-0.048323311,0.632377446,0.000000000,14.000000000,1777391664524978.000000000,1777391664524978.000000000,2.710495710,1.955330729,0.011139151,1.000000000,0.003148692,0.002974575,0.002049282,,,
1777391664.531567,0.014096756,0.078837469,-0.001151942,0.000020373,0.000018319,0.000066065,1.000000000,-1.195778131,-0.764043510,-9.987765312,0.011263620,0.011244819,0.025900807,0.772992432,0.015644094,-0.048232254,0.632385612,0.000000000,14.000000000,1777391664527478.000000000,1777391664527478.000000000,2.710793495,1.956544518,0.011109076,1.000000000,0.003160647,0.002986113,0.002052610,,,
1777391664.532414,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.113970691,3.582843537,-9.985322952
1777391664.534513,0.013246382,0.081550471,-0.000715998,0.000020379,0.000018330,0.000065934,1.000000000,-1.175846696,-0.749811292,-9.987698555,0.011319488,0.011299460,0.025969131,0.772997141,0.015488560,-0.047961116,0.632404327,0.000000000,14.000000000,1777391664534978.000000000,1777391664534978.000000000,2.711908579,1.960263252,0.011090322,1.000000000,0.003177435,0.003002376,0.002056829,,,
1777391664.539395,0.014683180,0.081381798,-0.001506055,0.000020386,0.000018339,0.000065961,1.000000000,-1.162503481,-0.740233541,-9.987654686,0.011357014,0.011336247,0.026014812,0.773003399,0.015387869,-0.047777273,0.632413149,0.000000000,14.000000000,1777391664539978.000000000,1777391664539978.000000000,2.712670088,1.962806225,0.011044423,1.000000000,0.003189459,0.003013991,0.002060157,,,
1777391664.544495,0.014849903,0.081430599,-0.001506189,0.000020387,0.000018343,0.000065973,1.000000000,-1.149121284,-0.730642200,-9.987607956,0.011375854,0.011354714,0.026037693,0.773009241,0.015287377,-0.047592890,0.632422209,0.000000000,14.000000000,1777391664544978.000000000,1777391664544978.000000000,2.713441372,1.965321660,0.010988640,1.000000000,0.003194712,0.003019043,0.002061055,,,
1777391664.551873,0.016487451,0.081102125,-0.000746797,0.000020394,0.000018352,0.000066000,1.000000000,-1.142556667,-0.725946963,-9.987589836,0.011413670,0.011391776,0.026083533,0.773008704,0.015238594,-0.047497939,0.632431328,0.000000000,14.000000000,1777391664547478.000000000,1777391664547478.000000000,2.713707447,1.966504812,0.010949630,1.000000000,0.003206768,0.003030698,0.002064383,,,
1777391664.552422,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.161720196,3.608272777,-9.985322952
1777391664.554437,0.016430741,0.082971737,-0.001379749,0.000020340,0.000018311,0.000065977,1.000000000,-1.122602105,-0.711645603,-9.987527847,0.011223489,0.011204487,0.025826523,0.773014009,0.015093007,-0.047211703,0.632449567,0.000000000,14.000000000,1777391664554978.000000000,1777391664554978.000000000,2.714715481,1.970144033,0.010851533,1.000000000,0.003143267,0.002973977,0.002048209,,,
1777391664.560344,0.015522738,0.082780123,-0.001017972,0.000020346,0.000018320,0.000066004,1.000000000,-1.109257102,-0.702031255,-9.987495422,0.011260517,0.011240801,0.025871892,0.773019731,0.014991649,-0.047023728,0.632459164,0.000000000,14.000000000,1777391664559978.000000000,1777391664559978.000000000,2.715422630,1.972582459,0.010783842,1.000000000,0.003155168,0.002985513,0.002051533,,,
1777391664.564454,0.018145187,0.083784543,-0.001136692,0.000020348,0.000018324,0.000066016,1.000000000,-1.095872283,-0.692402244,-9.987458229,0.011279107,0.011259029,0.025894614,0.773025155,0.014893736,-0.046829473,0.632469118,0.000000000,14.000000000,1777391664564978.000000000,1777391664564978.000000000,2.716161966,1.975012064,0.010732267,1.000000000,0.003160367,0.002990529,0.002052429,,,
1777391664.571557,0.019183367,0.084319256,-0.000875439,0.000020355,0.000018333,0.000066043,1.000000000,-1.089312434,-0.687694550,-9.987450600,0.011316422,0.011295615,0.025940139,0.773024976,0.014845006,-0.046729147,0.632478058,0.000000000,14.000000000,1777391664567478.000000000,1777391664567478.000000000,2.716433287,1.976134181,0.010697141,1.000000000,0.003172315,0.003002115,0.002055754,,,
1777391664.572419,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.209263733,3.633001048,-9.985322952
1777391664.574497,0.018013813,0.083915479,-0.000647955,0.000020356,0.000018336,0.000066055,1.000000000,-1.075908184,-0.678044319,-9.987411499,0.011335156,0.011313980,0.025962939,0.773030043,0.014746590,-0.046535086,0.632488489,0.000000000,14.000000000,1777391664572478.000000000,1777391664572478.000000000,2.717200279,1.978475094,0.010653354,1.000000000,0.003177535,0.003007153,0.002056652,,,
1777391664.579766,0.019920742,0.085894413,-0.001688511,0.000020369,0.000018355,0.000066108,1.000000000,-1.055958748,-0.663656116,-9.987369537,0.011410557,0.011387883,0.026054408,0.773037374,0.014598970,-0.046233770,0.632505000,0.000000000,14.000000000,1777391664579978.000000000,1777391664579978.000000000,2.718157768,1.981938124,0.010548578,1.000000000,0.003201530,0.003030439,0.002063301,,,
1777391664.584535,0.020956416,0.086615548,-0.001408916,0.000020371,0.000018358,0.000066120,1.000000000,-1.042546153,-0.653973520,-9.987332344,0.011429532,0.011406478,0.026077341,0.773043811,0.014502020,-0.046029795,0.632514298,0.000000000,14.000000000,1777391664584978.000000000,1777391664584978.000000000,2.718868256,1.984282494,0.010489861,1.000000000,0.003206782,0.003035514,0.002064198,,,
1777391664.591625,0.020714071,0.086751983,-0.000937367,0.000020316,0.000018314,0.000066086,1.000000000,-1.035988569,-0.649249136,-9.987338066,0.011220524,0.011200759,0.025851903,0.773043931,0.014452825,-0.045926120,0.632522643,0.000000000,14.000000000,1777391664587478.000000000,1777391664587478.000000000,2.719103098,1.985363126,0.010468957,1.000000000,0.003138215,0.002973762,0.002048811,,,
1777391664.592419,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.256598973,3.657023503,-9.985322952
1777391664.594539,0.020994687,0.088893987,-0.001169501,0.000020325,0.000018326,0.000066125,1.000000000,-1.016006112,-0.634822130,-9.987316132,0.011276116,0.011255273,0.025920058,0.773050845,0.014301681,-0.045614727,0.632540345,0.000000000,14.000000000,1777391664594978.000000000,1777391664594978.000000000,2.720014095,1.988762379,0.010406546,1.000000000,0.003155258,0.002990327,0.002053028,,,
1777391664.599718,0.021186629,0.088514090,-0.001502890,0.000020330,0.000018334,0.000065981,1.000000000,-1.002630115,-0.625112593,-9.987296104,0.011313345,0.011291635,0.025965624,0.773057938,0.014202215,-0.045406837,0.632548869,0.000000000,14.000000000,1777391664599978.000000000,1777391664599978.000000000,2.720644951,1.991037965,0.010381103,1.000000000,0.003166747,0.003001572,0.002056343,,,
1777391664.604724,0.021389857,0.088775478,-0.001188667,0.000020332,0.000018337,0.000065993,1.000000000,-0.989214778,-0.615388870,-9.987271309,0.011332070,0.011309990,0.025988447,0.773063540,0.014102621,-0.045197926,0.632559061,0.000000000,14.000000000,1777391664604978.000000000,1777391664604978.000000000,2.721307516,1.993299961,0.010414278,1.000000000,0.003171937,0.003006610,0.002057237,,,
1777391664.609406,0.021392250,0.089877099,-0.001489303,0.000020338,0.000018346,0.000066020,1.000000000,-0.982637584,-0.610632896,-9.987275124,0.011369653,0.011346827,0.026034171,0.773063898,0.014051612,-0.045090605,0.632567525,0.000000000,14.000000000,1777391664607478.000000000,1777391664607478.000000000,2.721523285,1.994376779,0.010408067,1.000000000,0.003183870,0.003018241,0.002060558,,,
1777391664.612507,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.303723598,3.680335432,-9.985322952
1777391664.614424,0.021755289,0.090021431,-0.001456165,0.000020347,0.000018359,0.000066058,1.000000000,-0.962611675,-0.596121311,-9.987253189,0.011426392,0.011402431,0.026048049,0.773070872,0.013899015,-0.044773038,0.632584989,0.000000000,14.000000000,1777391664614978.000000000,1777391664614978.000000000,2.722375154,1.997710586,0.010336561,1.000000000,0.003201060,0.003034993,0.002063078,,,
1777391664.619701,0.021839499,0.091758892,-0.002076634,0.000020293,0.000018314,0.000066026,1.000000000,-0.949223638,-0.586370885,-9.987245560,0.011217545,0.011196900,0.025823167,0.773078740,0.013795704,-0.044557996,0.632592797,0.000000000,14.000000000,1777391664619978.000000000,1777391664619978.000000000,2.722974539,1.999917507,0.010279038,1.000000000,0.003132692,0.002973288,0.002047719,,,
1777391664.624525,0.022804338,0.092121728,-0.001470498,0.000020295,0.000018318,0.000066038,1.000000000,-0.935796440,-0.576606154,-9.987230301,0.011236020,0.011215018,0.025845833,0.773085177,0.013693529,-0.044340387,0.632602274,0.000000000,14.000000000,1777391664624978.000000000,1777391664624978.000000000,2.723618746,2.002082348,0.010232547,1.000000000,0.003137836,0.002978294,0.002048613,,,
1777391664.631614,0.023606719,0.091497384,-0.001060711,0.000020302,0.000018327,0.000066065,1.000000000,-0.929213226,-0.571831703,-9.987245560,0.011273106,0.011251383,0.025891243,0.773085475,0.013643309,-0.044229776,0.632610917,0.000000000,14.000000000,1777391664627478.000000000,1777391664627478.000000000,2.723826885,2.003087521,0.010203743,1.000000000,0.003149668,0.002989851,0.002051932,,,
1777391664.632418,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.350635297,3.702932268,-9.985322952
1777391664.634650,0.022314679,0.091582157,-0.000804087,0.000020304,0.000018330,0.000066077,1.000000000,-0.915767670,-0.562047303,-9.987228394,0.011291724,0.011269636,0.025913987,0.773091137,0.013540993,-0.044014215,0.632621109,0.000000000,14.000000000,1777391664632478.000000000,1777391664632478.000000000,2.724426508,2.005206347,0.010185521,1.000000000,0.003154825,0.002994875,0.002052825,,,
1777391664.639497,0.021213079,0.091708578,-0.001552751,0.000020317,0.000018349,0.000066130,1.000000000,-0.895754993,-0.547461569,-9.987231255,0.011366661,0.011343093,0.026005225,0.773099184,0.013384151,-0.043691263,0.632637203,0.000000000,14.000000000,1777391664639978.000000000,1777391664639978.000000000,2.725213289,2.008329630,0.010185760,1.000000000,0.003178589,0.003018118,0.002059462,,,
1777391664.644522,0.020764373,0.092971750,-0.000888418,0.000020319,0.000018352,0.000066142,1.000000000,-0.882302582,-0.537647903,-9.987214088,0.011385519,0.011361576,0.026028100,0.773105085,0.013276619,-0.043475464,0.632646978,0.000000000,14.000000000,1777391664644978.000000000,1777391664644978.000000000,2.725844622,2.010412931,0.010179755,1.000000000,0.003183780,0.003023182,0.002060355,,,
1777391664.651520,0.020823585,0.092576720,-0.001580607,0.000020325,0.000018361,0.000066168,1.000000000,-0.875699162,-0.532845378,-9.987226486,0.011423373,0.011398670,0.026073929,0.773106158,0.013222882,-0.043366212,0.632654309,0.000000000,14.000000000,1777391664647478.000000000,1777391664647478.000000000,2.726054430,2.011370182,0.010161855,1.000000000,0.003195717,0.003034867,0.002063673,,,
1777391664.652418,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.397331772,3.724809581,-9.985322952
1777391664.654405,0.021237273,0.092435814,-0.002508066,0.000020274,0.000018320,0.000066149,1.000000000,-0.855634689,-0.518221378,-9.987226486,0.011232813,0.011211094,0.025871057,0.773116767,0.013064656,-0.043041937,0.632666707,0.000000000,14.000000000,1777391664654978.000000000,1777391664654978.000000000,2.726813078,2.014328718,0.010144339,1.000000000,0.003132451,0.002978006,0.002049163,,,
1777391664.659411,0.021058410,0.092528015,-0.002619138,0.000020281,0.000018329,0.000066176,1.000000000,-0.842218995,-0.508396149,-9.987222672,0.011269878,0.011247438,0.025916509,0.773125768,0.012958547,-0.042826541,0.632672548,0.000000000,14.000000000,1777391664659978.000000000,1777391664659978.000000000,2.727305889,2.016328812,0.010119676,1.000000000,0.003144243,0.002989571,0.002052478,,,
1777391664.664681,0.021609480,0.092876732,-0.001755374,0.000020283,0.000018332,0.000066187,1.000000000,-0.828764975,-0.498556137,-9.987212181,0.011288485,0.011265683,0.025939275,0.773133159,0.012852810,-0.042609464,0.632680357,0.000000000,14.000000000,1777391664664978.000000000,1777391664664978.000000000,2.727838516,2.018339396,0.010141126,1.000000000,0.003149382,0.002994599,0.002053370,,,
1777391664.671639,0.021275150,0.093899220,-0.000859486,0.000020289,0.000018341,0.000066214,1.000000000,-0.822165668,-0.493748158,-9.987230301,0.011325836,0.011302300,0.025984883,0.773133814,0.012798347,-0.042498495,0.632688165,0.000000000,14.000000000,1777391664667478.000000000,1777391664667478.000000000,2.728010178,2.019266367,0.010147516,1.000000000,0.003161209,0.003006213,0.002056685,,,
1777391664.672433,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.443810735,3.745963082,-9.985322952
1777391664.674378,0.019469379,0.093799286,-0.001983913,0.000020297,0.000018352,0.000066082,1.000000000,-0.802083254,-0.479067445,-9.987222672,0.011382150,0.011357365,0.025998795,0.773142338,0.012631317,-0.042172790,0.632702827,0.000000000,14.000000000,1777391664674978.000000000,1777391664674978.000000000,2.728724241,2.022144318,0.010171543,1.000000000,0.003177850,0.003022575,0.002059198,,,
1777391664.679737,0.019446874,0.094940551,-0.002289203,0.000020304,0.000018361,0.000066108,1.000000000,-0.788644314,-0.469193786,-9.987210274,0.011419979,0.011394436,0.026044570,0.773150742,0.012518222,-0.041955467,0.632709384,0.000000000,14.000000000,1777391664679978.000000000,1777391664679978.000000000,2.729238749,2.024114609,0.010190542,1.000000000,0.003189754,0.003034263,0.002062514,,,
1777391664.684623,0.020243362,0.095312789,-0.002090883,0.000020306,0.000018364,0.000066120,1.000000000,-0.775168180,-0.459306300,-9.987191200,0.011438970,0.011413045,0.026067497,0.773158371,0.012406005,-0.041736014,0.632716596,0.000000000,14.000000000,1777391664684978.000000000,1777391664684978.000000000,2.729793787,2.026009083,0.010255197,1.000000000,0.003194942,0.003039350,0.002063406,,,
1777391664.691655,0.021025229,0.094694644,-0.002472371,0.000020253,0.000018320,0.000066090,1.000000000,-0.768579483,-0.454494864,-9.987215042,0.011229589,0.011207048,0.025842231,0.773160040,0.012350745,-0.041624650,0.632723153,0.000000000,14.000000000,1777391664687478.000000000,1777391664687478.000000000,2.729930878,2.026876926,0.010239670,1.000000000,0.003126676,0.002977441,0.002048032,,,
1777391664.692445,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.490069909,3.766388628,-9.985322952
1777391664.694344,0.019064330,0.095981076,-0.001312531,0.000020262,0.000018332,0.000066128,1.000000000,-0.748508930,-0.439789027,-9.987226486,0.011285225,0.011261603,0.025910366,0.773169398,0.012179438,-0.041293692,0.632736623,0.000000000,14.000000000,1777391664694978.000000000,1777391664694978.000000000,2.730541706,2.029641151,0.010205477,1.000000000,0.003143541,0.002994032,0.002052236,,,
1777391664.699431,0.018897144,0.095149927,-0.001330397,0.000020269,0.000018341,0.000066154,1.000000000,-0.735074878,-0.429895341,-9.987225533,0.011322552,0.011298197,0.025955921,0.773176193,0.012064784,-0.041076712,0.632744551,0.000000000,14.000000000,1777391664699978.000000000,1777391664699978.000000000,2.730983257,2.031466246,0.010206191,1.000000000,0.003155331,0.003005645,0.002055548,,,
1777391664.704669,0.018290473,0.094659418,-0.002265445,0.000020271,0.000018345,0.000066166,1.000000000,-0.721602678,-0.419986486,-9.987215996,0.011341291,0.011316567,0.025978737,0.773184240,0.011949781,-0.040861458,0.632750928,0.000000000,14.000000000,1777391664704978.000000000,1777391664704978.000000000,2.731454611,2.033303976,0.010197886,1.000000000,0.003160469,0.003010700,0.002056439,,,
1777391664.711744,0.017279807,0.093816712,-0.002561608,0.000020278,0.000018354,0.000066192,1.000000000,-0.714994431,-0.415148199,-9.987236023,0.011378906,0.011353435,0.026024450,0.773185968,0.011891537,-0.040753741,0.632756829,0.000000000,14.000000000,1777391664707478.000000000,1777391664707478.000000000,2.731583834,2.034123182,0.010200784,1.000000000,0.003172298,0.003022360,0.002059751,,,
1777391664.712429,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.536107026,3.786082213,-9.985322952
1777391664.714528,0.016923863,0.094772860,-0.001989270,0.000020287,0.000018366,0.000066230,1.000000000,-0.694882751,-0.400372446,-9.987241745,0.011435692,0.011409086,0.026093215,0.773195922,0.011713758,-0.040434502,0.632768452,0.000000000,14.000000000,1777391664714978.000000000,1777391664714978.000000000,2.732143641,2.036693096,0.010228046,1.000000000,0.003189319,0.003039143,0.002063954,,,
1777391664.719738,0.017290199,0.094110675,-0.001865150,0.000020235,0.000018322,0.000066202,1.000000000,-0.681455672,-0.390460253,-9.987249374,0.011226482,0.011203267,0.025867460,0.773203671,0.011597713,-0.040222269,0.632774651,0.000000000,14.000000000,1777391664719978.000000000,1777391664719978.000000000,2.732513189,2.038439989,0.010211382,1.000000000,0.003121268,0.002977272,0.002048564,,,
1777391664.724650,0.015780013,0.093822651,-0.002004220,0.000020237,0.000018325,0.000066213,1.000000000,-0.667989314,-0.380531490,-9.987248421,0.011244972,0.011221400,0.025890168,0.773211241,0.011479103,-0.040012430,0.632780910,0.000000000,14.000000000,1777391664724978.000000000,1777391664724978.000000000,2.732912779,2.040173531,0.010232783,1.000000000,0.003126351,0.002982290,0.002049453,,,
1777391664.731530,0.015579265,0.093986362,-0.001880396,0.000020244,0.000018335,0.000066239,1.000000000,-0.661391556,-0.375691712,-9.987276077,0.011282087,0.011257794,0.025935659,0.773212552,0.011419000,-0.039905727,0.632787108,0.000000000,14.000000000,1777391664727478.000000000,1777391664727478.000000000,2.733008623,2.040941000,0.010235338,1.000000000,0.003138062,0.002993876,0.002052761,,,
1777391664.732466,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.581919831,3.805039977,-9.985322952
1777391664.734513,0.015487636,0.094063461,-0.002736010,0.000020253,0.000018348,0.000066277,1.000000000,-0.641295612,-0.360894173,-9.987290382,0.011338118,0.011312729,0.025949603,0.773223341,0.011238981,-0.039587960,0.632797182,0.000000000,14.000000000,1777391664734978.000000000,1777391664734978.000000000,2.733479500,2.043366194,0.010291366,1.000000000,0.003154922,0.003010552,0.002055281,,,
1777391664.739567,0.015521507,0.093763962,-0.001590838,0.000020259,0.000018355,0.000066132,1.000000000,-0.627847195,-0.350938052,-9.987290382,0.011375635,0.011349373,0.025995258,0.773230553,0.011119990,-0.039379027,0.632803380,0.000000000,14.000000000,1777391664739978.000000000,1777391664739978.000000000,2.733840227,2.045019388,0.010283298,1.000000000,0.003166349,0.003021867,0.002058583,,,
1777391664.744525,0.014669864,0.095070742,-0.002032930,0.000020261,0.000018358,0.000066144,1.000000000,-0.614360869,-0.340966582,-9.987282753,0.011394506,0.011367869,0.026018126,0.773237944,0.010997254,-0.039168734,0.632809639,0.000000000,14.000000000,1777391664744978.000000000,1777391664744978.000000000,2.734230757,2.046647310,0.010282649,1.000000000,0.003171480,0.003026941,0.002059471,,,
1777391664.750858,0.014000835,0.093887731,-0.001931698,0.000020269,0.000018368,0.000066170,1.000000000,-0.607745886,-0.336100280,-9.987303734,0.011432384,0.011404991,0.026063941,0.773238957,0.010935703,-0.039063577,0.632815957,0.000000000,14.000000000,1777391664747478.000000000,1777391664747478.000000000,2.734323263,2.047364712,0.010287726,1.000000000,0.003183297,0.003038644,0.002062780,,,
1777391664.752466,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.627506079,3.823258207,-9.985322952
1777391664.754210,0.013141455,0.092978761,-0.000898113,0.000020271,0.000018371,0.000066182,1.000000000,-0.594243109,-0.326111943,-9.987293243,0.011451400,0.011423626,0.026086887,0.773244500,0.010813250,-0.038859978,0.632823706,0.000000000,14.000000000,1777391664752478.000000000,1777391664752478.000000000,2.734657049,2.048934698,0.010331328,1.000000000,0.003188455,0.003043746,0.002063669,,,
1777391664.759713,0.012496285,0.094135568,-0.002929099,0.000020226,0.000018336,0.000066180,1.000000000,-0.574206889,-0.311287910,-9.987333298,0.011278590,0.011253529,0.025906676,0.773254871,0.010624740,-0.038550477,0.632833302,0.000000000,14.000000000,1777391664759978.000000000,1777391664759978.000000000,2.735025406,2.051199198,0.010312511,1.000000000,0.003132009,0.002993234,0.002051589,,,
1777391664.764578,0.012059020,0.094056495,-0.002352638,0.000020228,0.000018339,0.000066192,1.000000000,-0.560729623,-0.301299900,-9.987334251,0.011297210,0.011271787,0.025929436,0.773262620,0.010498571,-0.038346097,0.632838368,0.000000000,14.000000000,1777391664764978.000000000,1777391664764978.000000000,2.735358953,2.052736759,0.010325607,1.000000000,0.003137091,0.002998272,0.002052477,,,
1777391664.771595,0.011916524,0.095072374,-0.002279997,0.000020235,0.000018349,0.000066218,1.000000000,-0.554127395,-0.296433419,-9.987364769,0.011334584,0.011308430,0.025975032,0.773264050,0.010434068,-0.038241267,0.632844031,0.000000000,14.000000000,1777391664767478.000000000,1777391664767478.000000000,2.735416889,2.053414583,0.010324467,1.000000000,0.003148816,0.003009908,0.002055784,,,
1777391664.772427,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.672863537,3.840733330,-9.985322952
1777391664.774446,0.010962739,0.095992520,-0.003331670,0.000020237,0.000018352,0.000066229,1.000000000,-0.540633261,-0.286428452,-9.987361908,0.011353347,0.011326823,0.025997870,0.773273766,0.010302848,-0.038035054,0.632846713,0.000000000,14.000000000,1777391664772478.000000000,1777391664772478.000000000,2.735758305,2.054891825,0.010313690,1.000000000,0.003153922,0.003014974,0.002056672,,,
1777391664.779470,0.010557279,0.096575879,-0.002447271,0.000020252,0.000018371,0.000066281,1.000000000,-0.520556569,-0.271540940,-9.987395287,0.011428858,0.011400841,0.026089480,0.773284376,0.010102696,-0.037723441,0.632855594,0.000000000,14.000000000,1777391664779978.000000000,1777391664779978.000000000,2.736122131,2.057004690,0.010325581,1.000000000,0.003177463,0.003038372,0.002063283,,,
1777391664.784582,0.010038557,0.097703695,-0.001975671,0.000020254,0.000018375,0.000066292,1.000000000,-0.507058978,-0.261514962,-9.987391472,0.011447861,0.011419465,0.026112448,0.773292124,0.009966833,-0.037515428,0.632860720,0.000000000,14.000000000,1777391664784978.000000000,1777391664784978.000000000,2.736416101,2.058473349,0.010370774,1.000000000,0.003182594,0.003043474,0.002064170,,,
1777391664.791620,0.010234087,0.097885579,-0.000800962,0.000020203,0.000018330,0.000066266,1.000000000,-0.500456929,-0.256652117,-9.987428665,0.011238155,0.011213189,0.025886318,0.773292720,0.009898433,-0.037409443,0.632867157,0.000000000,14.000000000,1777391664787478.000000000,1777391664787478.000000000,2.736473799,2.059068918,0.010352425,1.000000000,0.003114688,0.002981421,0.002048767,,,
1777391664.792423,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.717989982,3.857461921,-9.985322952
1777391664.794756,0.009483986,0.098415963,-0.002210090,0.000020212,0.000018343,0.000066303,1.000000000,-0.480343312,-0.241761461,-9.987473488,0.011293822,0.011267787,0.025900291,0.773302257,0.009693312,-0.037095025,0.632877290,0.000000000,14.000000000,1777391664794978.000000000,1777391664794978.000000000,2.736867905,2.061013699,0.010331735,1.000000000,0.003131379,0.002998049,0.002051286,,,
1777391664.799563,0.009464432,0.098726071,-0.001439959,0.000020219,0.000018352,0.000066329,1.000000000,-0.466881156,-0.231742084,-9.987488747,0.011331170,0.011304409,0.025945833,0.773309410,0.009554628,-0.036885992,0.632882833,0.000000000,14.000000000,1777391664799978.000000000,1777391664799978.000000000,2.737114906,2.062315941,0.010297855,1.000000000,0.003143050,0.003009686,0.002054589,,,
1777391664.804464,0.009410756,0.099063374,-0.001842274,0.000020221,0.000018356,0.000066341,1.000000000,-0.453381151,-0.221705765,-9.987495422,0.011349920,0.011322794,0.025968643,0.773317099,0.009415290,-0.036676224,0.632887840,0.000000000,14.000000000,1777391664804978.000000000,1777391664804978.000000000,2.737396240,2.063665390,0.010261565,1.000000000,0.003148126,0.003014751,0.002055474,,,
1777391664.811544,0.009683396,0.098487303,-0.002683863,0.000020229,0.000018365,0.000066367,1.000000000,-0.446760952,-0.216819569,-9.987532616,0.011387554,0.011359690,0.026014341,0.773319423,0.009345874,-0.036569949,0.632892191,0.000000000,14.000000000,1777391664807478.000000000,1777391664807478.000000000,2.737439871,2.064239502,0.010240148,1.000000000,0.003159830,0.003026434,0.002058775,,,
