__time,/fmu/out/vehicle_odometry/angular_velocity[0],/fmu/out/vehicle_odometry/angular_velocity[1],/fmu/out/vehicle_odometry/angular_velocity[2],/fmu/out/vehicle_odometry/orientation_variance[0],/fmu/out/vehicle_odometry/orientation_variance[1],/fmu/out/vehicle_odometry/orientation_variance[2],/fmu/out/vehicle_odometry/pose_frame,/fmu/out/vehicle_odometry/position[0],/fmu/out/vehicle_odometry/position[1],/fmu/out/vehicle_odometry/position[2],/fmu/out/vehicle_odometry/position_variance[0],/fmu/out/vehicle_odometry/position_variance[1],/fmu/out/vehicle_odometry/position_variance[2],/fmu/out/vehicle_odometry/q[0],/fmu/out/vehicle_odometry/q[1],/fmu/out/vehicle_odometry/q[2],/fmu/out/vehicle_odometry/q[3],/fmu/out/vehicle_odometry/quality,/fmu/out/vehicle_odometry/reset_counter,/fmu/out/vehicle_odometry/timestamp,/fmu/out/vehicle_odometry/timestamp_sample,/fmu/out/vehicle_odometry/velocity[0],/fmu/out/vehicle_odometry/velocity[1],/fmu/out/vehicle_odometry/velocity[2],/fmu/out/vehicle_odometry/velocity_frame,/fmu/out/vehicle_odometry/velocity_variance[0],/fmu/out/vehicle_odometry/velocity_variance[1],/fmu/out/vehicle_odometry/velocity_variance[2],/uav/target_position/x,/uav/target_position/y,/uav/target_position/z
1777391635.792175,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.661407713,-0.668558362,-9.985322952
1777391635.794468,-0.007349107,-0.017389929,0.003282931,0.000022412,0.000018468,0.000065177,1.000000000,5.304378033,-2.805867910,-10.003309250,0.011285490,0.011307247,0.025959734,0.768291652,0.084814295,-0.011376234,0.634354174,0.000000000,14.000000000,1777391635794972.000000000,1777391635792472.000000000,-1.935051918,-0.084129222,0.008271599,1.000000000,0.003128736,0.003027956,0.002047920,,,
1777391635.799900,-0.007806128,-0.016273454,0.003237417,0.000022424,0.000018477,0.000065199,1.000000000,5.299777508,-2.805504084,-10.003324509,0.011322233,0.011344326,0.026005363,0.768286645,0.084821664,-0.011402271,0.634358764,0.000000000,14.000000000,1777391635799972.000000000,1777391635794972.000000000,-1.936581850,-0.080338784,0.008295056,1.000000000,0.003141844,0.003039493,0.002051277,,,
1777391635.804688,-0.008079950,-0.015964206,0.003329551,0.000022437,0.000018485,0.000065221,1.000000000,5.290324211,-2.805281878,-10.003322601,0.011359164,0.011381590,0.026051097,0.768279731,0.084833205,-0.011450037,0.634364605,0.000000000,14.000000000,1777391635804972.000000000,1777391635799972.000000000,-1.939819694,-0.073094346,0.008305402,1.000000000,0.003154997,0.003051052,0.002054635,,,
1777391635.811631,-0.008030500,-0.016216775,0.003055944,0.000022441,0.000018488,0.000065231,1.000000000,5.280825615,-2.805106878,-10.003314018,0.011377706,0.011400295,0.026074002,0.768273234,0.084845357,-0.011498335,0.634370148,0.000000000,14.000000000,1777391635807472.000000000,1777391635804972.000000000,-1.943045139,-0.065870650,0.008320358,1.000000000,0.003160824,0.003056077,0.002055549,,,
1777391635.812195,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.605607650,-0.613356678,-9.985322952
1777391635.814532,-0.008534904,-0.017264767,0.003809403,0.000022458,0.000018500,0.000065262,1.000000000,5.266667366,-2.804506302,-10.003315926,0.011433607,0.011456683,0.026087705,0.768260717,0.084864989,-0.011577075,0.634381235,0.000000000,14.000000000,1777391635814972.000000000,1777391635812472.000000000,-1.947813153,-0.054934613,0.008371872,1.000000000,0.003179899,0.003072734,0.002058116,,,
1777391635.819431,-0.007308880,-0.016472662,0.003631628,0.000022399,0.000018452,0.000065232,1.000000000,5.262044907,-2.804060936,-10.003335953,0.011226538,0.011247849,0.025862142,0.768255472,0.084872827,-0.011602687,0.634386003,0.000000000,14.000000000,1777391635819972.000000000,1777391635814972.000000000,-1.949337244,-0.051160544,0.008380392,1.000000000,0.003114007,0.003009147,0.002042944,,,
1777391635.824363,-0.006719095,-0.015872743,0.003671113,0.000022411,0.000018461,0.000065254,1.000000000,5.252538204,-2.803684235,-10.003338814,0.011262986,0.011284624,0.025907559,0.768248081,0.084886752,-0.011648275,0.634392142,0.000000000,14.000000000,1777391635824972.000000000,1777391635819972.000000000,-1.952523470,-0.043937437,0.008395435,1.000000000,0.003127086,0.003020627,0.002046302,,,
1777391635.831511,-0.005734391,-0.016379351,0.003391146,0.000022416,0.000018463,0.000065264,1.000000000,5.242985725,-2.803355932,-10.003334045,0.011281285,0.011303085,0.025930308,0.768240988,0.084903464,-0.011693399,0.634397864,0.000000000,14.000000000,1777391635827472.000000000,1777391635824972.000000000,-1.955712914,-0.036750667,0.008419619,1.000000000,0.003132874,0.003025613,0.002047215,,,
1777391635.832187,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.549775870,-0.558028539,-9.985322952
1777391635.834537,-0.005496234,-0.015266331,0.003818650,0.000022427,0.000018473,0.000065128,1.000000000,5.228751659,-2.802525043,-10.003344536,0.011336451,0.011358481,0.025998708,0.768228531,0.084928565,-0.011759549,0.634408236,0.000000000,14.000000000,1777391635834972.000000000,1777391635832472.000000000,-1.960421562,-0.025807189,0.008463443,1.000000000,0.003151456,0.003041770,0.002051481,,,
1777391635.840164,-0.005040771,-0.015473623,0.003408559,0.000022439,0.000018482,0.000065150,1.000000000,5.224083900,-2.802047014,-10.003361702,0.011373469,0.011395806,0.026044438,0.768222332,0.084937841,-0.011782338,0.634414077,0.000000000,14.000000000,1777391635839972.000000000,1777391635834972.000000000,-1.961973071,-0.022069912,0.008471971,1.000000000,0.003164647,0.003053330,0.002054841,,,
1777391635.844636,-0.004347951,-0.016224507,0.002791642,0.000022451,0.000018490,0.000065173,1.000000000,5.214499474,-2.801566601,-10.003360748,0.011410676,0.011433318,0.026090272,0.768214941,0.084956892,-0.011824287,0.634419858,0.000000000,14.000000000,1777391635844972.000000000,1777391635839972.000000000,-1.965165257,-0.014875666,0.008474017,1.000000000,0.003177891,0.003064924,0.002058202,,,
1777391635.851573,-0.005158412,-0.016551029,0.003279944,0.000022455,0.000018493,0.000065182,1.000000000,5.204870224,-2.801131248,-10.003351212,0.011429356,0.011452149,0.026113229,0.768206596,0.084974967,-0.011868406,0.634426653,0.000000000,14.000000000,1777391635847472.000000000,1777391635844972.000000000,-1.968320251,-0.007734649,0.008507856,1.000000000,0.003183762,0.003069968,0.002059119,,,
1777391635.852190,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.493915106,-0.502584787,-9.985322952
1777391635.854552,-0.003957504,-0.016716734,0.002492975,0.000022400,0.000018449,0.000065161,1.000000000,5.190546513,-2.800076246,-10.003372192,0.011240639,0.011261905,0.025909901,0.768193841,0.085006386,-0.011934231,0.634436488,0.000000000,14.000000000,1777391635854972.000000000,1777391635852472.000000000,-1.972969294,0.003200452,0.008583792,1.000000000,0.003123528,0.003011475,0.002044837,,,
1777391635.859434,-0.004608028,-0.015411931,0.002605031,0.000022412,0.000018457,0.000065184,1.000000000,5.185849190,-2.799520254,-10.003393173,0.011277173,0.011298741,0.025955411,0.768188655,0.085015982,-0.011956556,0.634441257,0.000000000,14.000000000,1777391635859972.000000000,1777391635854972.000000000,-1.974466801,0.006949734,0.008609637,1.000000000,0.003136642,0.003022962,0.002048197,,,
1777391635.864525,-0.005335052,-0.015409552,0.001941057,0.000022423,0.000018466,0.000065206,1.000000000,5.176204681,-2.798889160,-10.003396988,0.011313896,0.011335762,0.026001025,0.768183053,0.085031807,-0.011998342,0.634445131,0.000000000,14.000000000,1777391635864972.000000000,1777391635859972.000000000,-1.977637649,0.014148689,0.008611325,1.000000000,0.003149804,0.003034482,0.002051558,,,
1777391635.871592,-0.005320492,-0.016784504,0.002333620,0.000022428,0.000018469,0.000065216,1.000000000,5.166514397,-2.798303604,-10.003392220,0.011332333,0.011354346,0.026023870,0.768176496,0.085049897,-0.012042990,0.634449601,0.000000000,14.000000000,1777391635867472.000000000,1777391635864972.000000000,-1.980853319,0.021290690,0.008616011,1.000000000,0.003155638,0.003039489,0.002052475,,,
1777391635.872183,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.438028097,-0.447036291,-9.985322952
1777391635.874660,-0.004557346,-0.017387202,0.003351199,0.000022439,0.000018477,0.000065238,1.000000000,5.161794662,-2.797707796,-10.003413200,0.011369341,0.011391643,0.026069641,0.768170655,0.085061044,-0.012067193,0.634454787,0.000000000,14.000000000,1777391635872472.000000000,1777391635867472.000000000,-1.982379317,0.025038330,0.008635555,1.000000000,0.003168862,0.003051051,0.002055838,,,
1777391635.879872,-0.004549728,-0.017690031,0.003659976,0.000022444,0.000018480,0.000065248,1.000000000,5.152068615,-2.797100306,-10.003402710,0.011387919,0.011410365,0.026037607,0.768162072,0.085081898,-0.012112414,0.634461522,0.000000000,14.000000000,1777391635874972.000000000,1777391635872472.000000000,-1.985524297,0.032149445,0.008695381,1.000000000,0.003174718,0.003056073,0.002055054,,,
1777391635.884949,-0.004016491,-0.017875155,0.002782782,0.000022455,0.000018489,0.000065271,1.000000000,5.147325516,-2.796506405,-10.003417015,0.011425215,0.011447942,0.026083438,0.768156767,0.085093856,-0.012136397,0.634465873,0.000000000,14.000000000,1777391635879972.000000000,1777391635874972.000000000,-1.987015247,0.035867639,0.008722753,1.000000000,0.003187988,0.003067669,0.002058417,,,
1777391635.891627,-0.003195074,-0.017570436,0.003205149,0.000022398,0.000018444,0.000065250,1.000000000,5.127878666,-2.795001745,-10.003417969,0.011236635,0.011257897,0.025880653,0.768142164,0.085139461,-0.012222431,0.634475946,0.000000000,14.000000000,1777391635887472.000000000,1777391635884972.000000000,-1.993278861,0.050188940,0.008739269,1.000000000,0.003127634,0.003009274,0.002044159,,,
1777391635.892184,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.382117581,-0.391393937,-9.985322952
1777391635.894405,-0.004495496,-0.017511887,0.002048900,0.000022413,0.000018456,0.000065283,1.000000000,5.113351345,-2.793582439,-10.003433228,0.011291500,0.011313185,0.025948875,0.768131375,0.085172795,-0.012290674,0.634483099,0.000000000,14.000000000,1777391635894972.000000000,1777391635892472.000000000,-1.997953892,0.061025027,0.008746014,1.000000000,0.003146581,0.003025732,0.002048435,,,
1777391635.899534,-0.005410148,-0.016234236,0.002459739,0.000022424,0.000018464,0.000065307,1.000000000,5.108583450,-2.792916775,-10.003452301,0.011328311,0.011350271,0.025994485,0.768126845,0.085181974,-0.012314160,0.634486854,0.000000000,14.000000000,1777391635899972.000000000,1777391635894972.000000000,-1.999456048,0.064721353,0.008757268,1.000000000,0.003159765,0.003037252,0.002051798,,,
1777391635.904603,-0.005099238,-0.016944438,0.003350317,0.000022429,0.000018471,0.000065162,1.000000000,5.098805904,-2.792037487,-10.003452301,0.011365305,0.011387288,0.026040200,0.768119395,0.085200369,-0.012358587,0.634492517,0.000000000,14.000000000,1777391635904972.000000000,1777391635899972.000000000,-2.002568007,0.071891978,0.008775112,1.000000000,0.003172608,0.003048436,0.002055157,,,
1777391635.911597,-0.004261387,-0.017918665,0.002903461,0.000022433,0.000018474,0.000065173,1.000000000,5.088984013,-2.791200399,-10.003444672,0.011383881,0.011405995,0.026063098,0.768110991,0.085222133,-0.012403480,0.634498954,0.000000000,14.000000000,1777391635907472.000000000,1777391635904972.000000000,-2.005707741,0.079044789,0.008779802,1.000000000,0.003178480,0.003053461,0.002056073,,,
1777391635.912181,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.326186298,-0.335668632,-9.985322952
1777391635.914523,-0.004905771,-0.017936654,0.003637671,0.000022376,0.000018430,0.000065151,1.000000000,5.074357986,-2.789601088,-10.003461838,0.011196716,0.011217439,0.025860524,0.768096030,0.085254312,-0.012473878,0.634511411,0.000000000,14.000000000,1777391635914972.000000000,1777391635912472.000000000,-2.010379553,0.089895353,0.008838669,1.000000000,0.003118427,0.002995564,0.002041837,,,
1777391635.919875,-0.005014367,-0.017972883,0.003753100,0.000022386,0.000018439,0.000065174,1.000000000,5.069568634,-2.788861513,-10.003485680,0.011233049,0.011254040,0.025905916,0.768089473,0.085265256,-0.012498784,0.634517431,0.000000000,14.000000000,1777391635919972.000000000,1777391635914972.000000000,-2.011883497,0.093621522,0.008856691,1.000000000,0.003131551,0.003007012,0.002045200,,,
1777391635.924737,-0.005080581,-0.018335352,0.002690016,0.000022397,0.000018447,0.000065197,1.000000000,5.059738636,-2.787831545,-10.003491402,0.011269569,0.011290824,0.025951413,0.768082023,0.085285932,-0.012545641,0.634522557,0.000000000,14.000000000,1777391635924972.000000000,1777391635919972.000000000,-2.015026093,0.100805059,0.008895145,1.000000000,0.003144714,0.003018484,0.002048564,,,
1777391635.931607,-0.005059667,-0.016885163,0.002229887,0.000022401,0.000018450,0.000065208,1.000000000,5.049862385,-2.786844730,-10.003488541,0.011287906,0.011309288,0.025974201,0.768075347,0.085304447,-0.012589728,0.634527445,0.000000000,14.000000000,1777391635927472.000000000,1777391635924972.000000000,-2.018140316,0.107919693,0.008931105,1.000000000,0.003150546,0.003023466,0.002049481,,,
1777391635.932195,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.270236988,-0.279871296,-9.985322952
1777391635.934482,-0.004790066,-0.016571585,0.002479362,0.000022416,0.000018462,0.000065241,1.000000000,5.035139561,-2.785054922,-10.003501892,0.011343190,0.011364951,0.025987972,0.768063605,0.085333355,-0.012655487,0.634536326,0.000000000,14.000000000,1777391635934972.000000000,1777391635932472.000000000,-2.022723198,0.118762076,0.008918679,1.000000000,0.003169626,0.003039992,0.002052073,,,
1777391635.939473,-0.005929125,-0.015111426,0.002961173,0.000022427,0.000018470,0.000065264,1.000000000,5.030304909,-2.784276247,-10.003518105,0.011380283,0.011402288,0.026033685,0.768058062,0.085341036,-0.012678034,0.634541690,0.000000000,14.000000000,1777391635939972.000000000,1777391635934972.000000000,-2.024210930,0.122460604,0.008944021,1.000000000,0.003182903,0.003051556,0.002055439,,,
1777391635.944480,-0.006829731,-0.015177221,0.001759643,0.000022438,0.000018479,0.000065287,1.000000000,5.020398140,-2.783136606,-10.003515244,0.011417569,0.011439811,0.026079502,0.768052816,0.085353255,-0.012721169,0.634545505,0.000000000,14.000000000,1777391635944972.000000000,1777391635939972.000000000,-2.027285337,0.129626513,0.009003150,1.000000000,0.003196223,0.003063150,0.002058806,,,
1777391635.951554,-0.007598328,-0.015283071,0.002268847,0.000022442,0.000018482,0.000065297,1.000000000,5.010447502,-2.782037020,-10.003503799,0.011436288,0.011458646,0.026102452,0.768046737,0.085364208,-0.012765961,0.634550452,0.000000000,14.000000000,1777391635947472.000000000,1777391635944972.000000000,-2.030370235,0.136717543,0.009028501,1.000000000,0.003202128,0.003068191,0.002059724,,,
1777391635.952178,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.214272393,-0.224012866,-9.985322952
1777391635.954927,-0.006375809,-0.014026198,0.002132947,0.000022383,0.000018438,0.000065274,1.000000000,4.995661259,-2.780026674,-10.003523827,0.011247141,0.011268184,0.025899319,0.768036067,0.085380793,-0.012829483,0.634559810,0.000000000,14.000000000,1777391635954972.000000000,1777391635952472.000000000,-2.034939289,0.147560820,0.009104141,1.000000000,0.003141219,0.003009734,0.002045437,,,
1777391635.959985,-0.006430079,-0.014456681,0.001987286,0.000022394,0.000018446,0.000065298,1.000000000,4.990810394,-2.779173851,-10.003545761,0.011283750,0.011305031,0.025944812,0.768031716,0.085387357,-0.012851759,0.634563863,0.000000000,14.000000000,1777391635959972.000000000,1777391635954972.000000000,-2.036408424,0.151278093,0.009128802,1.000000000,0.003154421,0.003021226,0.002048803,,,
1777391635.964650,-0.007878552,-0.014136927,0.001703832,0.000022404,0.000018455,0.000065321,1.000000000,4.980857849,-2.777887821,-10.003548622,0.011320548,0.011342062,0.025990410,0.768027067,0.085395776,-0.012894607,0.634567320,0.000000000,14.000000000,1777391635964972.000000000,1777391635959972.000000000,-2.039485693,0.158482194,0.009157953,1.000000000,0.003167667,0.003032743,0.002052169,,,
1777391635.971551,-0.008580714,-0.014436042,0.001832771,0.000022408,0.000018458,0.000065331,1.000000000,4.970859528,-2.776642084,-10.003542900,0.011339023,0.011360651,0.026013248,0.768022358,0.085403375,-0.012939307,0.634571075,0.000000000,14.000000000,1777391635967472.000000000,1777391635964972.000000000,-2.042596102,0.165602356,0.009196719,1.000000000,0.003173537,0.003037745,0.002053087,,,
1777391635.972196,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.158295254,-0.168104291,-9.985322952
1777391635.974408,-0.009505674,-0.013540466,0.001702153,0.000022419,0.000018466,0.000065355,1.000000000,4.965986729,-2.775748491,-10.003563881,0.011376109,0.011397959,0.026059002,0.768018544,0.085406207,-0.012963048,0.634574831,0.000000000,14.000000000,1777391635972472.000000000,1777391635967472.000000000,-2.044084072,0.169289619,0.009214125,1.000000000,0.003186826,0.003049302,0.002056454,,,
1777391635.979454,-0.009310535,-0.010479650,0.001192342,0.000022427,0.000018477,0.000065221,1.000000000,4.951056957,-2.773592710,-10.003573418,0.011432097,0.011454016,0.026127828,0.768010259,0.085406862,-0.013023011,0.634583652,0.000000000,14.000000000,1777391635979972.000000000,1777391635974972.000000000,-2.048720598,0.180034995,0.009291786,1.000000000,0.003205632,0.003065561,0.002060734,,,
1777391635.984457,-0.009977573,-0.009761351,0.000754444,0.000022364,0.000018430,0.000065186,1.000000000,4.941057205,-2.772163868,-10.003579140,0.011224855,0.011245435,0.025901511,0.768006742,0.085404359,-0.013060234,0.634587407,0.000000000,14.000000000,1777391635984972.000000000,1777391635979972.000000000,-2.051801443,0.187164426,0.009328337,1.000000000,0.003138793,0.003002268,0.002045505,,,
1777391635.991561,-0.011251708,-0.009248155,0.001836046,0.000022368,0.000018433,0.000065197,1.000000000,4.931009769,-2.770775080,-10.003577232,0.011243088,0.011263778,0.025924239,0.768001795,0.085398614,-0.013099162,0.634593368,0.000000000,14.000000000,1777391635987472.000000000,1777391635984972.000000000,-2.054859400,0.194251075,0.009310643,1.000000000,0.003144618,0.003007229,0.002046422,,,
1777391635.992177,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.102308316,-0.112156528,-9.985322952
1777391635.994521,-0.011453693,-0.007545329,0.001732269,0.000022382,0.000018444,0.000065231,1.000000000,4.916036606,-2.768398046,-10.003598213,0.011298063,0.011319076,0.025938042,0.767992496,0.085386261,-0.013156191,0.634605050,0.000000000,14.000000000,1777391635994972.000000000,1777391635992472.000000000,-2.059415817,0.204960555,0.009330178,1.000000000,0.003163674,0.003023694,0.002049026,,,
1777391635.999652,-0.011673868,-0.006654116,0.001355421,0.000022393,0.000018453,0.000065254,1.000000000,4.911123276,-2.767433882,-10.003621101,0.011334950,0.011356168,0.025983635,0.767988563,0.085381486,-0.013174775,0.634610116,0.000000000,14.000000000,1777391635999972.000000000,1777391635994972.000000000,-2.060886860,0.208645850,0.009336190,1.000000000,0.003176940,0.003035220,0.002052394,,,
1777391636.004571,-0.012913980,-0.006971985,0.000487973,0.000022403,0.000018461,0.000065277,1.000000000,4.901046276,-2.765894651,-10.003623962,0.011372029,0.011393446,0.026029333,0.767986596,0.085368812,-0.013211325,0.634613454,0.000000000,14.000000000,1777391636004972.000000000,1777391635999972.000000000,-2.063954353,0.215802461,0.009324112,1.000000000,0.003190237,0.003046765,0.002055761,,,
1777391636.011587,-0.012622246,-0.007715442,0.000382517,0.000022407,0.000018464,0.000065287,1.000000000,4.890923977,-2.764393091,-10.003619194,0.011390645,0.011412158,0.026052224,0.767984509,0.085357927,-0.013248938,0.634616673,0.000000000,14.000000000,1777391636007472.000000000,1777391636004972.000000000,-2.067030907,0.222841889,0.009332866,1.000000000,0.003196135,0.003051783,0.002056679,,,
1777391636.012183,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.046314321,-0.056180542,-9.985322952
1777391636.014439,-0.013842226,-0.008443942,0.001157993,0.000022349,0.000018421,0.000065262,1.000000000,4.875851154,-2.761820793,-10.003643036,0.011203054,0.011223399,0.025849849,0.767977953,0.085341156,-0.013310510,0.634625494,0.000000000,14.000000000,1777391636014972.000000000,1777391636012472.000000000,-2.071561575,0.233559579,0.009353254,1.000000000,0.003135423,0.002993917,0.002042434,,,
1777391636.019392,-0.014846170,-0.007859799,0.001431859,0.000022359,0.000018429,0.000065285,1.000000000,4.870914936,-2.760772228,-10.003671646,0.011239463,0.011260009,0.025895225,0.767974734,0.085334279,-0.013332889,0.634630024,0.000000000,14.000000000,1777391636019972.000000000,1777391636014972.000000000,-2.073012590,0.237250820,0.009348798,1.000000000,0.003148608,0.003005366,0.002045802,,,
1777391636.024511,-0.014194576,-0.006950757,0.001180379,0.000022370,0.000018438,0.000065309,1.000000000,4.860785484,-2.759077072,-10.003681183,0.011276061,0.011296802,0.025940705,0.767972231,0.085319057,-0.013371683,0.634634137,0.000000000,14.000000000,1777391636024972.000000000,1777391636019972.000000000,-2.076081753,0.244328350,0.009366589,1.000000000,0.003161829,0.003016846,0.002049171,,,
1777391636.029594,-0.014178782,-0.006971454,0.000916439,0.000022374,0.000018441,0.000065319,1.000000000,4.850609303,-2.757421017,-10.003681183,0.011294435,0.011315271,0.025963483,0.767970085,0.085303962,-0.013410563,0.634637952,0.000000000,14.000000000,1777391636027472.000000000,1777391636024972.000000000,-2.079128027,0.251338601,0.009398488,1.000000000,0.003167687,0.003021827,0.002050090,,,
1777391636.032223,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.009683988,-0.000187305,-9.985322952
1777391636.034452,-0.015151098,-0.006380410,-0.000475058,0.000022388,0.000018452,0.000065352,1.000000000,4.835439205,-2.754651785,-10.003706932,0.011349838,0.011370947,0.026031977,0.767968178,0.085278057,-0.013470363,0.634642541,0.000000000,14.000000000,1777391636034972.000000000,1777391636032472.000000000,-2.083574057,0.262022763,0.009415036,1.000000000,0.003186836,0.003038334,0.002054377,,,
1777391636.039771,-0.015482998,-0.006338241,-0.000142074,0.000022399,0.000018461,0.000065376,1.000000000,4.830458164,-2.753562927,-10.003731728,0.011387012,0.011408292,0.026077770,0.767966449,0.085269257,-0.013491391,0.634645343,0.000000000,14.000000000,1777391636039972.000000000,1777391636034972.000000000,-2.085023165,0.265660077,0.009423072,1.000000000,0.003200168,0.003049889,0.002057746,,,
1777391636.044600,-0.014813167,-0.004873401,0.000043349,0.000022403,0.000018468,0.000065231,1.000000000,4.820252895,-2.751761913,-10.003736496,0.011424371,0.011445567,0.026123667,0.767966270,0.085249498,-0.013526727,0.634647429,0.000000000,14.000000000,1777391636044972.000000000,1777391636039972.000000000,-2.088077784,0.272702783,0.009450831,1.000000000,0.003213078,0.003061121,0.002061111,,,
1777391636.051679,-0.014844791,-0.005240750,-0.000046182,0.000022334,0.000018416,0.000065182,1.000000000,4.810028553,-2.749953270,-10.003742218,0.011199522,0.011219475,0.025874931,0.767964721,0.085230432,-0.013562781,0.634651124,0.000000000,14.000000000,1777391636047472.000000000,1777391636044972.000000000,-2.091109753,0.279741496,0.009478634,1.000000000,0.003138882,0.002991782,0.002043471,,,
1777391636.052185,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.065683866,0.055812208,-9.985322952
1777391636.054385,-0.016177462,-0.005912330,-0.000205690,0.000022349,0.000018428,0.000065215,1.000000000,4.794793129,-2.746950388,-10.003784180,0.011254204,0.011274423,0.025888767,0.767961800,0.085200541,-0.013623533,0.634657383,0.000000000,14.000000000,1777391636054972.000000000,1777391636052472.000000000,-2.095539808,0.290385693,0.009542649,1.000000000,0.003157904,0.003008186,0.002046085,,,
1777391636.059395,-0.016798722,-0.006591305,0.001033595,0.000022359,0.000018436,0.000065238,1.000000000,4.789793968,-2.745779991,-10.003821373,0.011290895,0.011311281,0.025934245,0.767958403,0.085190773,-0.013646009,0.634662390,0.000000000,14.000000000,1777391636059972.000000000,1777391636054972.000000000,-2.096970081,0.294019878,0.009562133,1.000000000,0.003171152,0.003019666,0.002049454,,,
1777391636.064489,-0.017300492,-0.006725896,0.001076969,0.000022370,0.000018445,0.000065262,1.000000000,4.779541969,-2.743821859,-10.003838539,0.011327778,0.011348322,0.025979828,0.767956138,0.085169256,-0.013689104,0.634667099,0.000000000,14.000000000,1777391636064971.000000000,1777391636059971.000000000,-2.099984407,0.301079988,0.009566799,1.000000000,0.003184446,0.003031178,0.002052826,,,
1777391636.071552,-0.017511241,-0.006847070,0.000401272,0.000022374,0.000018448,0.000065272,1.000000000,4.769243717,-2.741901398,-10.003847122,0.011346295,0.011366916,0.026002659,0.767954707,0.085147582,-0.013732739,0.634670615,0.000000000,14.000000000,1777391636067471.000000000,1777391636064971.000000000,-2.102997780,0.308073342,0.009558417,1.000000000,0.003190339,0.003036179,0.002053747,,,
1777391636.072189,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.121682568,0.111807022,-9.985322952
1777391636.074689,-0.019362250,-0.005461242,0.000320764,0.000022388,0.000018460,0.000065305,1.000000000,4.753889084,-2.738745213,-10.003887177,0.011402130,0.011422967,0.026071306,0.767951846,0.085107967,-0.013798692,0.634678125,0.000000000,14.000000000,1777391636074971.000000000,1777391636072471.000000000,-2.107437134,0.318720937,0.009610998,1.000000000,0.003209595,0.003052749,0.002058041,,,
1777391636.079801,-0.019476643,-0.006972210,0.000713368,0.000022326,0.000018413,0.000065267,1.000000000,4.748873234,-2.737489462,-10.003930092,0.011196087,0.011215848,0.025846098,0.767949104,0.085095838,-0.013823414,0.634682417,0.000000000,14.000000000,1777391636079971.000000000,1777391636074971.000000000,-2.108830214,0.322369814,0.009614379,1.000000000,0.003142709,0.002990051,0.002042874,,,
1777391636.084750,-0.018557001,-0.005924477,0.000827068,0.000022336,0.000018422,0.000065290,1.000000000,4.738575935,-2.735374689,-10.003952980,0.011232491,0.011252408,0.025891462,0.767948091,0.085070625,-0.013867074,0.634686232,0.000000000,14.000000000,1777391636084971.000000000,1777391636079971.000000000,-2.111720562,0.329387039,0.009605435,1.000000000,0.003155906,0.003001482,0.002046244,,,
1777391636.091550,-0.018559000,-0.005552392,0.000198983,0.000022340,0.000018425,0.000065301,1.000000000,4.728230953,-2.733299255,-10.003965378,0.011250768,0.011270761,0.025914185,0.767947674,0.085044876,-0.013910013,0.634689093,0.000000000,14.000000000,1777391636087471.000000000,1777391636084971.000000000,-2.114657402,0.336358607,0.009623924,1.000000000,0.003161760,0.003006445,0.002047163,,,
1777391636.092190,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.177677353,0.167786163,-9.985322952
1777391636.094512,-0.019148069,-0.005154768,0.001210756,0.000022354,0.000018436,0.000065334,1.000000000,4.712813377,-2.729903936,-10.004015923,0.011305878,0.011326086,0.025982507,0.767943978,0.085004278,-0.013976829,0.634697497,0.000000000,14.000000000,1777391636094971.000000000,1777391636092471.000000000,-2.119010210,0.347013384,0.009717129,1.000000000,0.003180902,0.003022906,0.002051456,,,
1777391636.099403,-0.018384876,-0.004625035,-0.000249617,0.000022365,0.000018445,0.000065358,1.000000000,4.707753181,-2.728607893,-10.004054070,0.011342856,0.011363196,0.026028184,0.767942488,0.084991328,-0.013998506,0.634700596,0.000000000,14.000000000,1777391636099971.000000000,1777391636094971.000000000,-2.120422602,0.350627840,0.009738741,1.000000000,0.003194214,0.003034417,0.002054828,,,
1777391636.104501,-0.017936636,-0.003514372,-0.000535255,0.000022375,0.000018453,0.000065381,1.000000000,4.697381496,-2.726383924,-10.004071236,0.011380027,0.011400491,0.026073966,0.767943799,0.084963441,-0.014036074,0.634702086,0.000000000,14.000000000,1777391636104971.000000000,1777391636099971.000000000,-2.123386860,0.357635319,0.009765198,1.000000000,0.003207564,0.003045963,0.002058201,,,
