__time,/fmu/out/vehicle_odometry/angular_velocity[0],/fmu/out/vehicle_odometry/angular_velocity[1],/fmu/out/vehicle_odometry/angular_velocity[2],/fmu/out/vehicle_odometry/orientation_variance[0],/fmu/out/vehicle_odometry/orientation_variance[1],/fmu/out/vehicle_odometry/orientation_variance[2],/fmu/out/vehicle_odometry/pose_frame,/fmu/out/vehicle_odometry/position[0],/fmu/out/vehicle_odometry/position[1],/fmu/out/vehicle_odometry/position[2],/fmu/out/vehicle_odometry/position_variance[0],/fmu/out/vehicle_odometry/position_variance[1],/fmu/out/vehicle_odometry/position_variance[2],/fmu/out/vehicle_odometry/q[0],/fmu/out/vehicle_odometry/q[1],/fmu/out/vehicle_odometry/q[2],/fmu/out/vehicle_odometry/q[3],/fmu/out/vehicle_odometry/quality,/fmu/out/vehicle_odometry/reset_counter,/fmu/out/vehicle_odometry/timestamp,/fmu/out/vehicle_odometry/timestamp_sample,/fmu/out/vehicle_odometry/velocity[0],/fmu/out/vehicle_odometry/velocity[1],/fmu/out/vehicle_odometry/velocity[2],/fmu/out/vehicle_odometry/velocity_frame,/fmu/out/vehicle_odometry/velocity_variance[0],/fmu/out/vehicle_odometry/velocity_variance[1],/fmu/out/vehicle_odometry/velocity_variance[2],/model/payload_ball/pose/header/header/stamp,/model/payload_ball/pose/pose/orientation/pitch,/model/payload_ball/pose/pose/orientation/roll,/model/payload_ball/pose/pose/orientation/w,/model/payload_ball/pose/pose/orientation/x,/model/payload_ball/pose/pose/orientation/y,/model/payload_ball/pose/pose/orientation/yaw,/model/payload_ball/pose/pose/orientation/z,/model/payload_ball/pose/pose/position/x,/model/payload_ball/pose/pose/position/y,/model/payload_ball/pose/pose/position/z,/uav/target_position/x,/uav/target_position/y,/uav/target_position/z
1777445901.996932,,,,,,,,,,,,,,,,,,,,,,,,,,,,,118.030000000,1.259286709,-0.129958406,0.807395028,-0.030656403,0.589155758,-0.074178594,0.008303369,3.666062980,-4.834186857,10.124918140,,,
1777445901.997082,-0.016381755,0.016377300,0.001227043,0.000023675,0.000015542,0.000194149,1.000000000,-4.965146542,3.624930382,-9.985076904,0.011212748,0.011206323,0.025981201,0.707190037,-0.018446771,0.016285062,0.706595242,0.000000000,14.000000000,1777445901956148.000000000,1777445901946148.000000000,-1.222984791,0.351054668,-0.009908685,1.000000000,0.003182871,0.003003331,0.002067246,,,,,,,,,,,,,,
1777445902.000890,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-7.045068652,3.350276603,-9.995555878
1777445902.001806,,,,,,,,,,,,,,,,,,,,,,,,,,,,,118.035000000,1.259235023,-0.129983366,0.807409910,-0.030658288,0.589135380,-0.074212378,0.008295165,3.668182939,-4.840350239,10.124914527,,,
1777445902.003411,-0.016858561,0.016823782,0.002140825,0.000023685,0.000015551,0.000194180,1.000000000,-4.971306324,3.626676559,-9.985078812,0.011249767,0.011242892,0.026027305,0.707188845,-0.018505903,0.016285753,0.706594825,0.000000000,14.000000000,1777445901958648.000000000,1777445901951148.000000000,-1.221999049,0.348039180,-0.009926049,1.000000000,0.003195882,0.003014991,0.002070626,,,,,,,,,,,,,,
1777445902.006631,-0.017804375,0.017143864,0.001716580,0.000023688,0.000015554,0.000194193,1.000000000,-4.977459431,3.628416300,-9.985086441,0.011268353,0.011261249,0.026050396,0.707188547,-0.018567273,0.016285349,0.706593513,0.000000000,14.000000000,1777445901963648.000000000,1777445901956148.000000000,-1.220995069,0.345065415,-0.009935677,1.000000000,0.003201628,0.003020060,0.002071551,,,,,,,,,,,,,,
1777445902.006984,,,,,,,,,,,,,,,,,,,,,,,,,,,,,118.040000000,1.259184476,-0.130004381,0.807424502,-0.030659749,0.589115414,-0.074242068,0.008287492,3.670288355,-4.846507781,10.124911048,,,
1777445902.011909,,,,,,,,,,,,,,,,,,,,,,,,,,,,,118.045000000,1.259135273,-0.130020791,0.807438751,-0.030660696,0.589095934,-0.074267037,0.008280418,3.672379220,-4.852659483,10.124907709,,,
1777445902.012067,-0.018466178,0.018887300,0.002696849,0.000023702,0.000015566,0.000194237,1.000000000,-4.986693859,3.631000280,-9.985078812,0.011324397,0.011316589,0.026119834,0.707188785,-0.018665044,0.016287118,0.706590652,0.000000000,14.000000000,1777445901971148.000000000,1777445901963648.000000000,-1.219539046,0.340506762,-0.010006769,1.000000000,0.003220436,0.003036850,0.002075856,,,,,,,,,,,,,,
1777445902.017008,,,,,,,,,,,,,,,,,,,,,,,,,,,,,118.050000000,1.259087603,-0.130032001,0.807452609,-0.030661047,0.589077012,-0.074286726,0.008274000,3.674455528,-4.858805347,10.124904514,,,
1777445902.017097,-0.019550852,0.018541543,0.002953976,0.000023712,0.000015575,0.000194268,1.000000000,-4.989779472,3.631855488,-9.985061646,0.011362002,0.011353712,0.026166258,0.707189560,-0.018698325,0.016286943,0.706589043,0.000000000,14.000000000,1777445901976148.000000000,1777445901966148.000000000,-1.219061136,0.338983923,-0.010016505,1.000000000,0.003233514,0.003048595,0.002079236,,,,,,,,,,,,,,
1777445902.020845,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-7.060229488,3.332642353,-9.995555878
1777445902.021926,,,,,,,,,,,,,,,,,,,,,,,,,,,,,118.055000000,1.259041640,-0.130037494,0.807466030,-0.030660725,0.589058712,-0.074300669,0.008268281,3.676517274,-4.864945376,10.124901443,,,
1777445902.025311,-0.019018792,0.019024847,0.001308779,0.000023725,0.000015587,0.000194312,1.000000000,-5.002050877,3.635223389,-9.985078812,0.011418785,0.011409749,0.026236098,0.707188368,-0.018832039,0.016286215,0.706586659,0.000000000,14.000000000,1777445901983816.000000000,1777445901976316.000000000,-1.217133164,0.332924664,-0.010039923,1.000000000,0.003252425,0.003065486,0.002083540,,,,,,,,,,,,,,
1777445902.026928,,,,,,,,,,,,,,,,,,,,,,,,,,,,,118.060000000,1.258997531,-0.130036821,0.807478978,-0.030659665,0.589041088,-0.074308451,0.008263302,3.678564451,-4.871079570,10.124898497,,,
1777445902.027059,-0.018691335,0.018959850,0.001178966,0.000023735,0.000015596,0.000194343,1.000000000,-5.005130291,3.636058807,-9.985061646,0.011456884,0.011447338,0.026282791,0.707190633,-0.018864971,0.016287122,0.706583560,0.000000000,14.000000000,1777445901986316.000000000,1777445901978816.000000000,-1.216661096,0.331414163,-0.010046813,1.000000000,0.003265604,0.003077301,0.002086922,,,,,,,,,,,,,,
1777445902.032073,,,,,,,,,,,,,,,,,,,,,,,,,,,,,118.065000000,1.258955397,-0.130029642,0.807491420,-0.030657815,0.589024186,-0.074309770,0.008259090,3.680597055,-4.877207933,10.124895677,,,
1777445902.032367,-0.018112263,0.019382473,0.001864412,0.000023673,0.000015545,0.000194070,1.000000000,-5.011254311,3.637709141,-9.985067368,0.011228247,0.011220969,0.026030062,0.707189441,-0.018930862,0.016290054,0.706582844,0.000000000,14.000000000,1777445901991316.000000000,1777445901983816.000000000,-1.215642810,0.328418851,-0.010072967,1.000000000,0.003188685,0.003007409,0.002069009,,,,,,,,,,,,,,
1777445902.036868,,,,,,,,,,,,,,,,,,,,,,,,,,,,,118.070000000,1.258915318,-0.130015735,0.807503337,-0.030655133,0.589008038,-0.074304450,0.008255653,3.682615082,-4.883330468,10.124892961,,,
1777445902.037033,-0.018818695,0.019221092,0.002816415,0.000023682,0.000015554,0.000194100,1.000000000,-5.014329910,3.638525009,-9.985042572,0.011265356,0.011257610,0.026076263,0.707190156,-0.018964190,0.016291194,0.706581295,0.000000000,14.000000000,1777445901996316.000000000,1777445901986316.000000000,-1.215153098,0.326895833,-0.010083377,1.000000000,0.003201676,0.003019084,0.002072388,,,,,,,,,,,,,,
1777445902.040901,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-7.075277481,3.314795050,-9.995555878
1777445902.041832,,,,,,,,,,,,,,,,,,,,,,,,,,,,,118.075000000,1.258877336,-0.129994993,0.807514717,-0.030651593,0.588992657,-0.074292431,0.008252987,3.684618527,-4.889447178,10.124890327,,,
1777445902.041945,-0.018977147,0.017560549,0.001761781,0.000023691,0.000015561,0.000193852,1.000000000,-5.020448208,3.640141249,-9.985038757,0.011302515,0.011294380,0.026122568,0.707189143,-0.019028477,0.016289454,0.706580639,0.000000000,14.000000000,1777445901998816.000000000,1777445901991316.000000000,-1.214146972,0.323799908,-0.010120958,1.000000000,0.003214314,0.003030688,0.002075767,,,,,,,,,,,,,,
1777445902.046607,-0.018598177,0.016837155,0.000653756,0.000023694,0.000015564,0.000193866,1.000000000,-5.026558876,3.641751766,-9.985044479,0.011321244,0.011312866,0.026145764,0.707191050,-0.019090857,0.016287114,0.706577003,0.000000000,14.000000000,1777445902003816.000000000,1777445901996316.000000000,-1.213125467,0.320706517,-0.010150927,1.000000000,0.003220082,0.003035784,0.002076692,,,,,,,,,,,,,,
1777445902.046913,,,,,,,,,,,,,,,,,,,,,,,,,,,,,118.080000000,1.258841444,-0.129967418,0.807525562,-0.030647182,0.588978044,-0.074273754,0.008251074,3.686607387,-4.895558067,10.124887758,,,
1777445902.051872,,,,,,,,,,,,,,,,,,,,,,,,,,,,,118.085000000,1.258807590,-0.129933099,0.807535887,-0.030641906,0.588964178,-0.074248534,0.008249894,3.688581656,-4.901663137,10.124885265,,,
1777445902.052493,-0.018278634,0.015104633,0.002032606,0.000023707,0.000015576,0.000193911,1.000000000,-5.035729408,3.644137144,-9.985034943,0.011377717,0.011368594,0.026160032,0.707193017,-0.019180572,0.016280914,0.706572771,0.000000000,14.000000000,1777445902011316.000000000,1777445902003816.000000000,-1.211631656,0.316134661,-0.010145873,1.000000000,0.003238953,0.003052650,0.002079246,,,,,,,,,,,,,,
1777445902.056972,,,,,,,,,,,,,,,,,,,,,,,,,,,,,118.090000000,1.258775671,-0.129892220,0.807545721,-0.030635783,0.588951020,-0.074216967,0.008249417,3.690541327,-4.907762391,10.124882874,,,
1777445902.057146,-0.017243581,0.014642364,0.002179736,0.000023717,0.000015585,0.000193941,1.000000000,-5.038793087,3.644923210,-9.985021591,0.011415610,0.011405977,0.026206560,0.707194924,-0.019208493,0.016279370,0.706570148,0.000000000,14.000000000,1777445902016316.000000000,1777445902006316.000000000,-1.211157560,0.314585954,-0.010151929,1.000000000,0.003252092,0.003064443,0.002082630,,,,,,,,,,,,,,
1777445902.060911,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-7.090212390,3.296735835,-9.995555878
1777445902.061890,,,,,,,,,,,,,,,,,,,,,,,,,,,,,118.095000000,1.258745533,-0.129845071,0.807555104,-0.030628843,0.588938513,-0.074179368,0.008249596,3.692486395,-4.913855832,10.124880571,,,
1777445902.064496,-0.016398726,0.013442194,0.003963895,0.000023664,0.000015543,0.000193699,1.000000000,-5.050983906,3.648021698,-9.985033035,0.011225186,0.011217358,0.026001068,0.707188010,-0.019316999,0.016271358,0.706574321,0.000000000,14.000000000,1777445902023816.000000000,1777445902016316.000000000,-1.209134817,0.308522403,-0.010178729,1.000000000,0.003188355,0.003006419,0.002068125,,,,,,,,,,,,,,
1777445902.067052,,,,,,,,,,,,,,,,,,,,,,,,,,,,,118.100000000,1.258716977,-0.129792020,0.807564091,-0.030621126,0.588926580,-0.074136131,0.008250373,3.694416854,-4.919943464,10.124878339,,,
1777445902.067201,-0.015906289,0.012244508,0.002782997,0.000023674,0.000015552,0.000193729,1.000000000,-5.054044247,3.648777962,-9.985008240,0.011262287,0.011253981,0.026047215,0.707189620,-0.019341677,0.016269017,0.706572115,0.000000000,14.000000000,1777445902026316.000000000,1777445902018816.000000000,-1.208649755,0.306991398,-0.010180946,1.000000000,0.003201311,0.003018080,0.002071501,,,,,,,,,,,,,,
1777445902.071939,,,,,,,,,,,,,,,,,,,,,,,,,,,,,118.105000000,1.258689768,-0.129733499,0.807572747,-0.030612683,0.588915132,-0.074087699,0.008251689,3.696332697,-4.926025290,10.124876182,,,
1777445902.072077,-0.016296929,0.013026555,0.001839960,0.000023677,0.000015555,0.000193743,1.000000000,-5.060129166,3.650299788,-9.985013962,0.011280916,0.011272365,0.026070328,0.707189322,-0.019393301,0.016264101,0.706571102,0.000000000,14.000000000,1777445902031316.000000000,1777445902023816.000000000,-1.207617164,0.303963870,-0.010202856,1.000000000,0.003207042,0.003023158,0.002072425,,,,,,,,,,,,,,
1777445902.076920,,,,,,,,,,,,,,,,,,,,,,,,,,,,,118.110000000,1.258663637,-0.129670005,0.807581143,-0.030603574,0.588904066,-0.074034582,0.008253473,3.698233916,-4.932101314,10.124874091,,,
1777445902.077045,-0.016640007,0.014308822,0.001774807,0.000023687,0.000015563,0.000193774,1.000000000,-5.063184738,3.651047468,-9.984991074,0.011318310,0.011309265,0.026116634,0.707191467,-0.019420486,0.016262872,0.706568182,0.000000000,14.000000000,1777445902036316.000000000,1777445902026316.000000000,-1.207129240,0.302414119,-0.010201465,1.000000000,0.003220087,0.003034869,0.002075807,,,,,,,,,,,,,,
1777445902.080899,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-7.105033975,3.278465863,-9.995555878
1777445902.081891,,,,,,,,,,,,,,,,,,,,,,,,,,,,,118.115000000,1.258638294,-0.129602091,0.807589359,-0.030593866,0.588893273,-0.073977341,0.008255650,3.700120505,-4.938171538,10.124872048,,,
1777445902.083274,-0.017422058,0.013219652,0.001455759,0.000023696,0.000015572,0.000193804,1.000000000,-5.069264412,3.652535439,-9.984991074,0.011355900,0.011346350,0.026163047,0.707191586,-0.019474469,0.016256260,0.706566751,0.000000000,14.000000000,1777445902038816.000000000,1777445902031316.000000000,-1.206085086,0.299343914,-0.010185163,1.000000000,0.003233158,0.003046604,0.002079188,,,,,,,,,,,,,,
1777445902.086955,-0.017054327,0.011673133,0.002292205,0.000023700,0.000015575,0.000193818,1.000000000,-5.075335979,3.654017925,-9.984998703,0.011374774,0.011364967,0.026186295,0.707190514,-0.019525036,0.016247641,0.706566572,0.000000000,14.000000000,1777445902043816.000000000,1777445902036316.000000000,-1.205036998,0.296303481,-0.010181711,1.000000000,0.003238939,0.003051716,0.002080113,,,,,,,,,,,,,,
1777445902.087387,,,,,,,,,,,,,,,,,,,,,,,,,,,,,118.120000000,1.258613434,-0.129530357,0.807597477,-0.030583635,0.588882637,-0.073916578,0.008258144,3.701992456,-4.944235966,10.124870031,,,
1777445902.092441,,,,,,,,,,,,,,,,,,,,,,,,,,,,,118.125000000,1.258588743,-0.129455423,0.807605582,-0.030572958,0.588872037,-0.073852918,0.008260874,3.703849757,-4.950294600,10.124868055,,,
1777445902.092687,-0.014406974,0.009782718,0.002330079,0.000023713,0.000015587,0.000193863,1.000000000,-5.084448338,3.656208515,-9.984985352,0.011431684,0.011421088,0.026256196,0.707190454,-0.019590726,0.016236246,0.706565082,0.000000000,14.000000000,1777445902051316.000000000,1777445902043816.000000000,-1.203494906,0.291691035,-0.010187181,1.000000000,0.003257858,0.003068624,0.002084420,,,,,,,,,,,,,,
1777445902.097418,-0.013766842,0.010640503,0.002505361,0.000023657,0.000015542,0.000193606,1.000000000,-5.087491989,3.656922579,-9.984956741,0.011222338,0.011213868,0.026026895,0.707191885,-0.019612148,0.016234292,0.706563175,0.000000000,14.000000000,1777445902056316.000000000,1777445902046316.000000000,-1.202993870,0.290125877,-0.010188061,1.000000000,0.003188278,0.003005505,0.002068963,,,,,,,,,,,,,,
1777445902.098102,,,,,,,,,,,,,,,,,,,,,,,,,,,,,118.130000000,1.258563909,-0.129377929,0.807613758,-0.030561921,0.588861357,-0.073786985,0.008263763,3.705692399,-4.956347443,10.124866135,,,
1777445902.100907,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-7.119742000,3.259986305,-9.995555878
1777445902.101996,,,,,,,,,,,,,,,,,,,,,,,,,,,,,118.135000000,1.258538621,-0.129298534,0.807622088,-0.030550614,0.588850476,-0.073719407,0.008266742,3.707520369,-4.962394497,10.124864295,,,
1777445902.104672,-0.014335342,0.009148940,0.001285993,0.000023670,0.000015554,0.000193650,1.000000000,-5.099597454,3.659763575,-9.984951019,0.011278059,0.011268850,0.026096221,0.707191586,-0.019696392,0.016219653,0.706561506,0.000000000,14.000000000,1777445902063816.000000000,1777445902056316.000000000,-1.200874090,0.283981085,-0.010225236,1.000000000,0.003206966,0.003022243,0.002073265,,,,,,,,,,,,,,
1777445902.107000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,118.140000000,1.258512577,-0.129217921,0.807630654,-0.030539128,0.588839282,-0.073650848,0.008269732,3.709333655,-4.968435765,10.124862544,,,
1777445902.107126,-0.015100894,0.010213434,0.001203277,0.000023679,0.000015563,0.000193681,1.000000000,-5.102633953,3.660457611,-9.984924316,0.011315448,0.011305734,0.026142571,0.707194030,-0.019718735,0.016216172,0.706558526,0.000000000,14.000000000,1777445902066316.000000000,1777445902058816.000000000,-1.200350642,0.282420784,-0.010214696,1.000000000,0.003220004,0.003033956,0.002076647,,,,,,,,,,,,,,
1777445902.112046,,,,,,,,,,,,,,,,,,,,,,,,,,,,,118.145000000,1.258485493,-0.129136771,0.807639530,-0.030527555,0.588827667,-0.073581966,0.008272657,3.711132243,-4.974471247,10.124860889,,,
1777445902.112246,-0.014660575,0.009312151,0.001935981,0.000023682,0.000015564,0.000193416,1.000000000,-5.108673573,3.661854982,-9.984912872,0.011334072,0.011324191,0.026110515,0.707193315,-0.019761028,0.016207574,0.706558287,0.000000000,14.000000000,1777445902071316.000000000,1777445902063816.000000000,-1.199256778,0.279347628,-0.010225797,1.000000000,0.003225382,0.003038957,0.002075829,,,,,,,,,,,,,,
1777445902.116880,,,,,,,,,,,,,,,,,,,,,,,,,,,,,118.150000000,1.258457112,-0.129055762,0.807648784,-0.030515981,0.588815534,-0.073513420,0.008275441,3.712916123,-4.980500946,10.124859321,,,
1777445902.117009,-0.013639127,0.008190808,0.002500232,0.000023691,0.000015573,0.000193446,1.000000000,-5.111704826,3.662539721,-9.984870911,0.011371753,0.011361351,0.026156928,0.707195342,-0.019780289,0.016203623,0.706555784,0.000000000,14.000000000,1777445902076316.000000000,1777445902066316.000000000,-1.198735714,0.277790606,-0.010221785,1.000000000,0.003238455,0.003050715,0.002079210,,,,,,,,,,,,,,
1777445902.120921,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-7.134336230,3.241298343,-9.995555878
1777445902.122005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,118.155000000,1.258427206,-0.128975556,0.807658475,-0.030504495,0.588802800,-0.073445852,0.008278013,3.714685282,-4.986524865,10.124857826,,,
1777445902.124583,-0.011739112,0.009660115,0.001888108,0.000023704,0.000015585,0.000193491,1.000000000,-5.123764515,3.665260792,-9.984840393,0.011428650,0.011417445,0.026226748,0.707195580,-0.019858286,0.016196882,0.706553459,0.000000000,14.000000000,1777445902083816.000000000,1777445902076316.000000000,-1.196643114,0.271610707,-0.010216387,1.000000000,0.003257334,0.003067632,0.002083514,,,,,,,,,,,,,,
1777445902.127160,-0.011021364,0.008616528,0.002566008,0.000023649,0.000015540,0.000193233,1.000000000,-5.126791954,3.665925741,-9.984788895,0.011219415,0.011210386,0.025998017,0.707197547,-0.019875629,0.016195623,0.706551015,0.000000000,14.000000000,1777445902086316.000000000,1777445902078816.000000000,-1.196124673,0.270046413,-0.010213075,1.000000000,0.003187785,0.003004565,0.002068085,,,,,,,,,,,,,,
1777445902.127192,,,,,,,,,,,,,,,,,,,,,,,,,,,,,118.160000000,1.258395587,-0.128896795,0.807668651,-0.030493178,0.588789396,-0.073379876,0.008280305,3.716439706,-4.992543004,10.124856410,,,
1777445902.132066,,,,,,,,,,,,,,,,,,,,,,,,,,,,,118.165000000,1.258362109,-0.128820095,0.807679348,-0.030482111,0.588775268,-0.073316092,0.008282252,3.718179383,-4.998555365,10.124855069,,,
1777445902.132246,-0.011464174,0.009153922,0.002320024,0.000023652,0.000015543,0.000193247,1.000000000,-5.132812500,3.667263746,-9.984773636,0.011237939,0.011228662,0.026021071,0.707196951,-0.019912031,0.016192464,0.706550717,0.000000000,14.000000000,1777445902091316.000000000,1777445902083816.000000000,-1.195050359,0.266989529,-0.010218519,1.000000000,0.003193492,0.003009625,0.002069008,,,,,,,,,,,,,,
1777445902.137071,,,,,,,,,,,,,,,,,,,,,,,,,,,,,118.170000000,1.258326673,-0.128746038,0.807690588,-0.030471369,0.588760383,-0.073255044,0.008283802,3.719904297,-5.004561949,10.124853817,,,
1777445902.137343,-0.011867289,0.009168412,0.002734842,0.000023662,0.000015552,0.000193277,1.000000000,-5.135835171,3.667919874,-9.984725952,0.011275125,0.011265342,0.026067261,0.707198560,-0.019930627,0.016190972,0.706548631,0.000000000,14.000000000,1777445902096316.000000000,1777445902086316.000000000,-1.194525719,0.265430480,-0.010230242,1.000000000,0.003206465,0.003021304,0.002072386,,,,,,,,,,,,,,
1777445902.140901,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-7.148816430,3.222403172,-9.995555878
1777445902.142044,,,,,,,,,,,,,,,,,,,,,,,,,,,,,118.175000000,1.258289228,-0.128675182,0.807702380,-0.030461025,0.588744726,-0.073197262,0.008284904,3.721614435,-5.010562756,10.124852671,,,
1777445902.142130,-0.010820929,0.010027779,0.003055869,0.000023672,0.000015561,0.000193308,1.000000000,-5.141849518,3.669224024,-9.984701157,0.011312506,0.011302207,0.026113559,0.707196414,-0.019967414,0.016190497,0.706549704,0.000000000,14.000000000,1777445902098816.000000000,1777445902091316.000000000,-1.193430781,0.262333483,-0.010243095,1.000000000,0.003219480,0.003033013,0.002075766,,,,,,,,,,,,,,
1777445902.146602,-0.009340934,0.010454960,0.002260837,0.000023676,0.000015564,0.000193321,1.000000000,-5.147856236,3.670522213,-9.984685898,0.011331274,0.011320713,0.026136747,0.707195938,-0.020002384,0.016193395,0.706549108,0.000000000,14.000000000,1777445902103816.000000000,1777445902096316.000000000,-1.192335606,0.259257227,-0.010273025,1.000000000,0.003225234,0.003038113,0.002076691,,,,,,,,,,,,,,
1777445902.146942,,,,,,,,,,,,,,,,,,,,,,,,,,,,,118.180000000,1.258249769,-0.128608042,0.807714719,-0.030451142,0.588728300,-0.073143234,0.008285511,3.723309781,-5.016557786,10.124851641,,,
1777445902.151925,,,,,,,,,,,,,,,,,,,,,,,,,,,,,118.185000000,1.258208337,-0.128545094,0.807727588,-0.030441781,0.588711127,-0.073093405,0.008285586,3.724990324,-5.022547041,10.124850740,,,
1777445902.152019,-0.008693427,0.009387213,0.001575001,0.000023686,0.000015573,0.000193351,1.000000000,-5.150871754,3.671158314,-9.984640121,0.011368950,0.011357856,0.026183205,0.707198679,-0.020018414,0.016194874,0.706545949,0.000000000,14.000000000,1777445902106316.000000000,1777445902098816.000000000,-1.191810966,0.257696897,-0.010299073,1.000000000,0.003238287,0.003049864,0.002080070,,,,,,,,,,,,,,
1777445902.156602,-0.008297343,0.009538884,0.002118900,0.000023689,0.000015576,0.000193365,1.000000000,-5.156869411,3.672436476,-9.984628677,0.011387867,0.011376502,0.026206475,0.707198203,-0.020049935,0.016197946,0.706545413,0.000000000,14.000000000,1777445902111316.000000000,1777445902103816.000000000,-1.190720916,0.254625231,-0.010329597,1.000000000,0.003244061,0.003054986,0.002080994,,,,,,,,,,,,,,
1777445902.156983,,,,,,,,,,,,,,,,,,,,,,,,,,,,,118.190000000,1.258165011,-0.128486781,0.807740959,-0.030432989,0.588693243,-0.073048212,0.008285084,3.726656050,-5.028530519,10.124849953,,,
1777445902.160895,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-7.163182369,3.203302003,-9.995555878
1777445902.161901,,,,,,,,,,,,,,,,,,,,,,,,,,,,,118.195000000,1.258119904,-0.128433488,0.807754795,-0.030424803,0.588674697,-0.073008048,0.008283966,3.728306946,-5.034508222,10.124849279,,,
1777445902.163306,-0.007476107,0.009056713,0.002796673,0.000023644,0.000015540,0.000193137,1.000000000,-5.165870667,3.674307823,-9.984561920,0.011216702,0.011207023,0.026023863,0.707197905,-0.020094350,0.016203864,0.706544340,0.000000000,14.000000000,1777445902118816.000000000,1777445902111316.000000000,-1.189128518,0.249980062,-0.010321191,1.000000000,0.003187623,0.003003768,0.002068923,,,,,,,,,,,,,,
1777445902.166615,-0.007765705,0.009422828,0.003138761,0.000023648,0.000015543,0.000193151,1.000000000,-5.171853542,3.675545692,-9.984546661,0.011235223,0.011225290,0.026046939,0.707195759,-0.020124741,0.016207783,0.706545532,0.000000000,14.000000000,1777445902123816.000000000,1777445902116316.000000000,-1.188037515,0.246920720,-0.010350177,1.000000000,0.003193326,0.003008831,0.002069847,,,,,,,,,,,,,,
1777445902.166936,,,,,,,,,,,,,,,,,,,,,,,,,,,,,118.200000000,1.258073149,-0.128385539,0.807769053,-0.030417256,0.588655547,-0.072973228,0.008282203,3.729943003,-5.040480148,10.124848698,,,
1777445902.172168,,,,,,,,,,,,,,,,,,,,,,,,,,,,,118.205000000,1.258024903,-0.128343181,0.807783685,-0.030410377,0.588635858,-0.072943978,0.008279784,3.731564207,-5.046446298,10.124848211,,,
1777445902.172378,-0.008358980,0.008109161,0.002481005,0.000023658,0.000015552,0.000193180,1.000000000,-5.174855709,3.676152468,-9.984502792,0.011272403,0.011261954,0.026093174,0.707197368,-0.020139394,0.016208470,0.706543386,0.000000000,14.000000000,1777445902126316.000000000,1777445902118816.000000000,-1.187525988,0.245361596,-0.010364062,1.000000000,0.003206320,0.003020511,0.002073228,,,,,,,,,,,,,,
1777445902.176562,-0.007473747,0.007468993,0.002713877,0.000023662,0.000015555,0.000193194,1.000000000,-5.180830002,3.677370071,-9.984491348,0.011291071,0.011280360,0.026061274,0.707195818,-0.020165838,0.016209388,0.706544161,0.000000000,14.000000000,1777445902131316.000000000,1777445902123816.000000000,-1.186468124,0.242301285,-0.010443227,1.000000000,0.003212057,0.003025595,0.002072419,,,,,,,,,,,,,,
1777445902.177096,,,,,,,,,,,,,,,,,,,,,,,,,,,,,118.210000000,1.257975329,-0.128306586,0.807798640,-0.030404189,0.588615697,-0.072920435,0.008276707,3.733170546,-5.052406670,10.124847828,,,
1777445902.180897,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-7.177433818,3.183996058,-9.995555878
1777445902.181840,,,,,,,,,,,,,,,,,,,,,,,,,,,,,118.215000000,1.257924595,-0.128275858,0.807813869,-0.030398702,0.588595132,-0.072902691,0.008272974,3.734762010,-5.058361264,10.124847531,,,
1777445902.184540,-0.006113924,0.006890789,0.002350783,0.000023685,0.000015575,0.000192988,1.000000000,-5.195754528,3.680329561,-9.984422684,0.011384977,0.011373007,0.026177209,0.707193375,-0.020224381,0.016214376,0.706544936,0.000000000,14.000000000,1777445902143816.000000000,1777445902136316.000000000,-1.183738351,0.234682888,-0.010498110,1.000000000,0.003243520,0.003054074,0.002080102,,,,,,,,,,,,,,
1777445902.187012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,118.220000000,1.257872864,-0.128251008,0.807829324,-0.030393917,0.588574230,-0.072890743,0.008268594,3.736338585,-5.064310079,10.124847339,,,
1777445902.189861,-0.006140224,0.006974323,0.002400550,0.000023695,0.000015583,0.000193018,1.000000000,-5.198744774,3.680906534,-9.984382629,0.011422942,0.011410412,0.026223771,0.707195759,-0.020236103,0.016216017,0.706542194,0.000000000,14.000000000,1777445902148816.000000000,1777445902138816.000000000,-1.183205128,0.233127370,-0.010505292,1.000000000,0.003256615,0.003065873,0.002083483,,,,,,,,,,,,,,
1777445902.191884,,,,,,,,,,,,,,,,,,,,,,,,,,,,,118.225000000,1.257820298,-0.128231969,0.807844957,-0.030389825,0.588553054,-0.072884503,0.008263588,3.737900258,-5.070253112,10.124847292,,,
