__time,/fmu/out/vehicle_odometry/angular_velocity[0],/fmu/out/vehicle_odometry/angular_velocity[1],/fmu/out/vehicle_odometry/angular_velocity[2],/fmu/out/vehicle_odometry/orientation_variance[0],/fmu/out/vehicle_odometry/orientation_variance[1],/fmu/out/vehicle_odometry/orientation_variance[2],/fmu/out/vehicle_odometry/pose_frame,/fmu/out/vehicle_odometry/position[0],/fmu/out/vehicle_odometry/position[1],/fmu/out/vehicle_odometry/position[2],/fmu/out/vehicle_odometry/position_variance[0],/fmu/out/vehicle_odometry/position_variance[1],/fmu/out/vehicle_odometry/position_variance[2],/fmu/out/vehicle_odometry/q[0],/fmu/out/vehicle_odometry/q[1],/fmu/out/vehicle_odometry/q[2],/fmu/out/vehicle_odometry/q[3],/fmu/out/vehicle_odometry/quality,/fmu/out/vehicle_odometry/reset_counter,/fmu/out/vehicle_odometry/timestamp,/fmu/out/vehicle_odometry/timestamp_sample,/fmu/out/vehicle_odometry/velocity[0],/fmu/out/vehicle_odometry/velocity[1],/fmu/out/vehicle_odometry/velocity[2],/fmu/out/vehicle_odometry/velocity_frame,/fmu/out/vehicle_odometry/velocity_variance[0],/fmu/out/vehicle_odometry/velocity_variance[1],/fmu/out/vehicle_odometry/velocity_variance[2],/model/payload_ball/pose/header/header/stamp,/model/payload_ball/pose/pose/orientation/pitch,/model/payload_ball/pose/pose/orientation/roll,/model/payload_ball/pose/pose/orientation/w,/model/payload_ball/pose/pose/orientation/x,/model/payload_ball/pose/pose/orientation/y,/model/payload_ball/pose/pose/orientation/yaw,/model/payload_ball/pose/pose/orientation/z,/model/payload_ball/pose/pose/position/x,/model/payload_ball/pose/pose/position/y,/model/payload_ball/pose/pose/position/z,/uav/target_position/x,/uav/target_position/y,/uav/target_position/z
1777445889.848990,,,,,,,,,,,,,,,,,,,,,,,,,,,,,105.885000000,1.285374089,0.051093240,0.800064952,-0.007660915,0.599452843,0.093786653,0.022218719,1.583019360,7.677694886,10.179098795,,,
1777445889.849203,0.007161196,0.000030576,0.003778439,0.000023604,0.000015804,0.000226568,1.000000000,7.671359539,1.387287736,-9.995784760,0.011487946,0.011442444,0.026342614,0.707532287,-0.003878119,0.022560567,0.706310213,0.000000000,14.000000000,1777445889809198.000000000,1777445889801698.000000000,0.248963118,-1.410915494,-0.000943362,1.000000000,0.003079194,0.003057501,0.002084492,,,,,,,,,,,,,,
1777445889.854207,,,,,,,,,,,,,,,,,,,,,,,,,,,,,105.890000000,1.285580736,0.051339361,0.800001665,-0.007634960,0.599537236,0.094010282,0.022229379,1.576109784,7.679212412,10.179098403,,,
1777445889.854332,0.006486448,-0.000906301,0.004006277,0.000023562,0.000015759,0.000226524,1.000000000,7.671912193,1.384019256,-9.995807648,0.011277640,0.011234505,0.026111532,0.707532823,-0.003870016,0.022564571,0.706309617,0.000000000,14.000000000,1777445889814198.000000000,1777445889804198.000000000,0.248253018,-1.411377192,-0.000945008,1.000000000,0.003015103,0.002994665,0.002068894,,,,,,,,,,,,,,
1777445889.858979,,,,,,,,,,,,,,,,,,,,,,,,,,,,,105.895000000,1.285788309,0.051577314,0.799938146,-0.007609984,0.599621934,0.094226091,0.022239303,1.569192768,7.680722753,10.179097809,,,
1777445889.860842,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.803121689,-1.685747562,-9.995555878
1777445889.861772,0.007371731,0.000168776,0.004235746,0.000023574,0.000015769,0.000226266,1.000000000,7.674250603,1.370418668,-9.995855331,0.011333019,0.011289473,0.026181120,0.707525909,-0.003839423,0.022587029,0.706315994,0.000000000,14.000000000,1777445889821698.000000000,1777445889814198.000000000,0.245502099,-1.413630724,-0.000837909,1.000000000,0.003031205,0.003011107,0.002073152,,,,,,,,,,,,,,
1777445889.864102,,,,,,,,,,,,,,,,,,,,,,,,,,,,,105.900000000,1.285996825,0.051807592,0.799874386,-0.007585943,0.599706948,0.094434582,0.022248545,1.562268362,7.682225898,10.179097000,,,
1777445889.864287,0.006505835,0.001047474,0.002862634,0.000023583,0.000015778,0.000226297,1.000000000,7.674797058,1.367140055,-9.995876312,0.011370236,0.011326388,0.026227649,0.707527936,-0.003833064,0.022592634,0.706313789,0.000000000,14.000000000,1777445889824198.000000000,1777445889816698.000000000,0.244816586,-1.414115191,-0.000821753,1.000000000,0.003042609,0.003022688,0.002076503,,,,,,,,,,,,,,
1777445889.869051,,,,,,,,,,,,,,,,,,,,,,,,,,,,,105.905000000,1.286206317,0.052030816,0.799810370,-0.007562771,0.599792294,0.094636374,0.022257166,1.555336620,7.683721836,10.179095978,,,
1777445889.869141,0.006701088,0.001576250,0.002486745,0.000023586,0.000015781,0.000226311,1.000000000,7.675960064,1.360301495,-9.995899200,0.011388918,0.011344917,0.026195327,0.707527697,-0.003822520,0.022606285,0.706313670,0.000000000,14.000000000,1777445889829198.000000000,1777445889821698.000000000,0.243467778,-1.415228963,-0.000811164,1.000000000,0.003047555,0.003027722,0.002075656,,,,,,,,,,,,,,
1777445889.874050,,,,,,,,,,,,,,,,,,,,,,,,,,,,,105.910000000,1.286416832,0.052247716,0.799746080,-0.007540392,0.599877995,0.094832184,0.022265236,1.548397595,7.685210557,10.179094732,,,
1777445889.874155,0.006845613,0.001503228,0.003310207,0.000023595,0.000015790,0.000226342,1.000000000,7.676504135,1.357007742,-9.995920181,0.011426413,0.011382109,0.026241917,0.707529068,-0.003816331,0.022612648,0.706312060,0.000000000,14.000000000,1777445889834198.000000000,1777445889824198.000000000,0.242763430,-1.415712833,-0.000809828,1.000000000,0.003058999,0.003039344,0.002079006,,,,,,,,,,,,,,
1777445889.879014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,105.915000000,1.286628422,0.052459115,0.799681495,-0.007518721,0.599964079,0.095022823,0.022272829,1.541451340,7.686692050,10.179093252,,,
1777445889.880702,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.796137768,-1.714699035,-9.995555878
1777445889.881614,0.005814770,0.001618182,0.002264997,0.000023607,0.000015801,0.000226387,1.000000000,7.678795338,1.343336582,-9.995965958,0.011483007,0.011438248,0.026312003,0.707527697,-0.003798752,0.022638148,0.706312716,0.000000000,14.000000000,1777445889841698.000000000,1777445889834198.000000000,0.240001857,-1.417956471,-0.000774925,1.000000000,0.003075440,0.003056060,0.002083265,,,,,,,,,,,,,,
1777445889.883982,,,,,,,,,,,,,,,,,,,,,,,,,,,,,105.920000000,1.286841148,0.052665902,0.799616590,-0.007497663,0.600050577,0.095209160,0.022280029,1.534497909,7.688166305,10.179091526,,,
1777445889.884212,0.005728734,0.000885016,0.003360006,0.000023565,0.000015757,0.000226348,1.000000000,7.679329872,1.340051293,-9.995988846,0.011272986,0.011230509,0.026081517,0.707529008,-0.003793032,0.022642992,0.706311345,0.000000000,14.000000000,1777445889844198.000000000,1777445889836698.000000000,0.239293233,-1.418405175,-0.000776519,1.000000000,0.003011525,0.002993287,0.002067697,,,,,,,,,,,,,,
1777445889.889162,,,,,,,,,,,,,,,,,,,,,,,,,,,,,105.925000000,1.287055063,0.052869006,0.799551342,-0.007477125,0.600137515,0.095392117,0.022286922,1.527537358,7.689633310,10.179089563,,,
1777445889.889561,0.005888139,0.000892880,0.003859392,0.000023568,0.000015760,0.000226362,1.000000000,7.680466652,1.333194613,-9.996013641,0.011291419,0.011248799,0.026104661,0.707526207,-0.003782625,0.022653932,0.706313848,0.000000000,14.000000000,1777445889849198.000000000,1777445889841698.000000000,0.237937644,-1.419516683,-0.000760038,1.000000000,0.003016429,0.002998282,0.002068605,,,,,,,,,,,,,,
1777445889.894097,,,,,,,,,,,,,,,,,,,,,,,,,,,,,105.930000000,1.287270211,0.053069358,0.799485732,-0.007457012,0.600224918,0.095572618,0.022293600,1.520569739,7.691093052,10.179087381,,,
1777445889.894262,0.006098044,-0.000105158,0.002864573,0.000023577,0.000015768,0.000226393,1.000000000,7.680998802,1.329893827,-9.996034622,0.011328415,0.011285508,0.026151024,0.707527876,-0.003775673,0.022658132,0.706312120,0.000000000,14.000000000,1777445889854198.000000000,1777445889844198.000000000,0.237245381,-1.419977307,-0.000748387,1.000000000,0.003027791,0.003009829,0.002071952,,,,,,,,,,,,,,
1777445889.899084,,,,,,,,,,,,,,,,,,,,,,,,,,,,,105.935000000,1.287486623,0.053267879,0.799419744,-0.007437226,0.600312806,0.095751561,0.022300143,1.513595109,7.692545522,10.179084966,,,
1777445889.900744,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.789028989,-1.743540533,-9.995555878
1777445889.901807,0.005547029,-0.000520487,0.003242364,0.000023589,0.000015780,0.000226438,1.000000000,7.683238029,1.316188216,-9.996082306,0.011384257,0.011340921,0.026220767,0.707524955,-0.003751785,0.022675360,0.706314623,0.000000000,14.000000000,1777445889861698.000000000,1777445889854198.000000000,0.234463602,-1.422094107,-0.000687927,1.000000000,0.003044121,0.003026425,0.002076208,,,,,,,,,,,,,,
1777445889.904317,,,,,,,,,,,,,,,,,,,,,,,,,,,,,105.940000000,1.287704308,0.053465466,0.799353368,-0.007417672,0.600401187,0.095929825,0.022306634,1.506613524,7.693990709,10.179082282,,,
1777445889.904428,0.005517943,-0.001191380,0.003624920,0.000023598,0.000015789,0.000226469,1.000000000,7.683762550,1.312878728,-9.996103287,0.011421713,0.011378091,0.026267396,0.707525790,-0.003744390,0.022678096,0.706313670,0.000000000,14.000000000,1777445889864198.000000000,1777445889856698.000000000,0.233775735,-1.422565818,-0.000670719,1.000000000,0.003055566,0.003038041,0.002079560,,,,,,,,,,,,,,
1777445889.909162,,,,,,,,,,,,,,,,,,,,,,,,,,,,,105.945000000,1.287923253,0.053662960,0.799286602,-0.007398266,0.600490064,0.096108246,0.022313155,1.499625041,7.695428601,10.179079317,,,
1777445889.909327,0.005565549,-0.000813390,0.003424602,0.000023601,0.000015792,0.000226483,1.000000000,7.684875011,1.305988550,-9.996126175,0.011440515,0.011396749,0.026290752,0.707523525,-0.003731665,0.022685504,0.706315756,0.000000000,14.000000000,1777445889869198.000000000,1777445889861698.000000000,0.232383370,-1.423700452,-0.000637164,1.000000000,0.003060533,0.003043095,0.002080471,,,,,,,,,,,,,,
1777445889.914298,,,,,,,,,,,,,,,,,,,,,,,,,,,,,105.950000000,1.288143414,0.053861118,0.799219453,-0.007378931,0.600579424,0.096287583,0.022319783,1.492629714,7.696859187,10.179076077,,,
1777445889.914427,0.006158710,-0.001942820,0.003088865,0.000023610,0.000015800,0.000226515,1.000000000,7.685396671,1.302664161,-9.996147156,0.011478248,0.011434197,0.026337542,0.707524657,-0.003723133,0.022688195,0.706314564,0.000000000,14.000000000,1777445889874198.000000000,1777445889864198.000000000,0.231658921,-1.424195528,-0.000623380,1.000000000,0.003072009,0.003054742,0.002083820,,,,,,,,,,,,,,
1777445889.919126,,,,,,,,,,,,,,,,,,,,,,,,,,,,,105.955000000,1.288364720,0.054060599,0.799151938,-0.007359598,0.600669243,0.096468484,0.022326579,1.485627598,7.698282455,10.179072569,,,
1777445889.920751,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.781795466,-1.772270212,-9.995555878
1777445889.921887,0.006584348,-0.002839994,0.004054745,0.000023570,0.000015759,0.000226493,1.000000000,7.687589169,1.288921475,-9.996192932,0.011286912,0.011244927,0.026129737,0.707519352,-0.003687802,0.022698829,0.706319749,0.000000000,14.000000000,1777445889881698.000000000,1777445889874198.000000000,0.228875399,-1.426424026,-0.000543194,1.000000000,0.003013157,0.002997020,0.002069143,,,,,,,,,,,,,,
1777445889.924399,0.006738919,-0.002278766,0.003906242,0.000023579,0.000015768,0.000226524,1.000000000,7.688103676,1.285604119,-9.996215820,0.011323870,0.011281615,0.026176140,0.707519829,-0.003678372,0.022701601,0.706319273,0.000000000,14.000000000,1777445889884198.000000000,1777445889876698.000000000,0.228191242,-1.426886559,-0.000521579,1.000000000,0.003024517,0.003008547,0.002072491,,,,,,,,,,,,,,
1777445889.927406,,,,,,,,,,,,,,,,,,,,,,,,,,,,,105.960000000,1.288587072,0.054261972,0.799084082,-0.007340198,0.600759488,0.096651486,0.022333590,1.478618750,7.699698394,10.179068795,,,
1777445889.929075,,,,,,,,,,,,,,,,,,,,,,,,,,,,,105.965000000,1.288810349,0.054465708,0.799015918,-0.007320671,0.600850111,0.096837025,0.022340851,1.471603225,7.701106992,10.179064741,,,
1777445889.929315,0.005493671,-0.002353012,0.003650844,0.000023582,0.000015769,0.000226235,1.000000000,7.689193726,1.278694272,-9.996238708,0.011342311,0.011299967,0.026143966,0.707517028,-0.003663053,0.022706086,0.706322014,0.000000000,14.000000000,1777445889889198.000000000,1777445889881698.000000000,0.226830140,-1.428019404,-0.000484346,1.000000000,0.003029255,0.003013440,0.002071652,,,,,,,,,,,,,,
1777445889.934596,0.004724861,-0.003162076,0.003419804,0.000023591,0.000015778,0.000226266,1.000000000,7.689707279,1.275361180,-9.996261597,0.011379543,0.011336930,0.026190428,0.707518220,-0.003654797,0.022706378,0.706320822,0.000000000,14.000000000,1777445889894198.000000000,1777445889884198.000000000,0.226127416,-1.428509474,-0.000470394,1.000000000,0.003040648,0.003025010,0.002074999,,,,,,,,,,,,,,
1777445889.934633,,,,,,,,,,,,,,,,,,,,,,,,,,,,,105.970000000,1.289034403,0.054672183,0.798947488,-0.007300964,0.600941059,0.097025434,0.022348383,1.464581076,7.702508238,10.179060427,,,
1777445889.939146,,,,,,,,,,,,,,,,,,,,,,,,,,,,,105.975000000,1.289259069,0.054881693,0.798878839,-0.007281036,0.601032267,0.097216979,0.022356210,1.457552357,7.703902120,10.179055883,,,
1777445889.940742,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.774437314,-1.800886231,-9.995555878
1777445889.941747,0.005079383,-0.003828370,0.002932274,0.000023603,0.000015789,0.000226311,1.000000000,7.691853523,1.261547446,-9.996309280,0.011435740,0.011392725,0.026260324,0.707516193,-0.003621635,0.022709269,0.706322968,0.000000000,14.000000000,1777445889901698.000000000,1777445889894198.000000000,0.223390341,-1.430797458,-0.000429721,1.000000000,0.003057042,0.003041663,0.002079256,,,,,,,,,,,,,,
1777445889.943999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,105.980000000,1.289484169,0.055094450,0.798810023,-0.007260857,0.601123666,0.097411865,0.022364351,1.450517122,7.705288625,10.179051116,,,
1777445889.944124,0.004685818,-0.004571446,0.002778718,0.000023612,0.000015798,0.000226342,1.000000000,7.692358971,1.258205175,-9.996332169,0.011473434,0.011430151,0.026307054,0.707517982,-0.003612219,0.022708289,0.706321239,0.000000000,14.000000000,1777445889904198.000000000,1777445889896698.000000000,0.222703129,-1.431295276,-0.000428624,1.000000000,0.003068516,0.003053308,0.002082606,,,,,,,,,,,,,,
1777445889.949024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,105.985000000,1.289709517,0.055310581,0.798741095,-0.007240409,0.601215184,0.097610202,0.022372817,1.443475424,7.706667743,10.179046147,,,
1777445889.949159,0.004466485,-0.004255183,0.003116938,0.000023563,0.000015748,0.000226293,1.000000000,7.693429947,1.251276016,-9.996355057,0.011245943,0.011204902,0.026053770,0.707516491,-0.003595572,0.022707677,0.706322789,0.000000000,14.000000000,1777445889909198.000000000,1777445889901698.000000000,0.221329913,-1.432469845,-0.000390843,1.000000000,0.002998732,0.002984389,0.002064658,,,,,,,,,,,,,,
1777445889.954034,,,,,,,,,,,,,,,,,,,,,,,,,,,,,105.990000000,1.289934933,0.055530156,0.798672107,-0.007219671,0.601306748,0.097812041,0.022381611,1.436427318,7.708039463,10.179040948,,,
1777445889.954134,0.004070727,-0.003584164,0.003066651,0.000023572,0.000015757,0.000226324,1.000000000,7.693938255,1.247934818,-9.996377945,0.011282683,0.011241389,0.026100008,0.707517803,-0.003587565,0.022706922,0.706321597,0.000000000,14.000000000,1777445889914198.000000000,1777445889904198.000000000,0.220637575,-1.432965755,-0.000368467,1.000000000,0.003010070,0.002995894,0.002068006,,,,,,,,,,,,,,
1777445889.959031,,,,,,,,,,,,,,,,,,,,,,,,,,,,,105.995000000,1.290160243,0.055753208,0.798603112,-0.007198634,0.601398291,0.098017397,0.022390733,1.429372857,7.709403775,10.179035491,,,
1777445889.960737,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.766954652,-1.829386761,-9.995555878
1777445889.961702,0.003049379,-0.002532377,0.003709734,0.000023584,0.000015769,0.000226370,1.000000000,7.696047306,1.234082103,-9.996425629,0.011338141,0.011296467,0.026169561,0.707512319,-0.003563344,0.022705657,0.706327260,0.000000000,14.000000000,1777445889921698.000000000,1777445889914198.000000000,0.217978418,-1.435312510,-0.000227710,1.000000000,0.003026350,0.003012430,0.002072262,,,,,,,,,,,,,,
1777445889.964021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,106.000000000,1.290385284,0.055979732,0.798534159,-0.007177289,0.601489747,0.098226255,0.022400181,1.422312093,7.710760666,10.179029795,,,
1777445889.964178,0.001961195,-0.001771550,0.003444579,0.000023593,0.000015777,0.000226401,1.000000000,7.696547985,1.230731606,-9.996448517,0.011375339,0.011333412,0.026216064,0.707513094,-0.003558825,0.022704648,0.706326485,0.000000000,14.000000000,1777445889924198.000000000,1777445889916698.000000000,0.217280880,-1.435814261,-0.000203793,1.000000000,0.003037748,0.003024001,0.002075608,,,,,,,,,,,,,,
1777445889.969388,,,,,,,,,,,,,,,,,,,,,,,,,,,,,106.005000000,1.290609910,0.056209708,0.798465292,-0.007155633,0.601581058,0.098438585,0.022409953,1.415245079,7.712110126,10.179023889,,,
1777445889.970624,0.000897009,-0.001965480,0.003734055,0.000023596,0.000015780,0.000226415,1.000000000,7.697594166,1.223767638,-9.996469498,0.011394011,0.011351958,0.026239356,0.707510114,-0.003552527,0.022701690,0.706329584,0.000000000,14.000000000,1777445889929356.000000000,1777445889921856.000000000,0.215918973,-1.436975360,-0.000156665,1.000000000,0.003042699,0.003029035,0.002076517,,,,,,,,,,,,,,
1777445889.974086,,,,,,,,,,,,,,,,,,,,,,,,,,,,,106.010000000,1.290833998,0.056443096,0.798396547,-0.007133667,0.601672175,0.098654345,0.022420046,1.408171868,7.713452141,10.179017778,,,
1777445889.974164,0.000889853,-0.002757868,0.003515880,0.000023605,0.000015789,0.000226446,1.000000000,7.698091984,1.220402241,-9.996492386,0.011431485,0.011389180,0.026286019,0.707510650,-0.003548156,0.022698922,0.706329167,0.000000000,14.000000000,1777445889934356.000000000,1777445889924356.000000000,0.215234220,-1.437467933,-0.000143074,1.000000000,0.003054148,0.003040653,0.002079865,,,,,,,,,,,,,,
1777445889.979023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,106.015000000,1.291057454,0.056679849,0.798327954,-0.007111382,0.601763061,0.098873450,0.022430442,1.401092512,7.714786702,10.179011461,,,
1777445889.980790,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.759347598,-1.857769977,-9.995555878
1777445889.981629,0.001637442,-0.001977755,0.002864893,0.000023617,0.000015801,0.000226491,1.000000000,7.700152397,1.206479430,-9.996534348,0.011488047,0.011445366,0.026356217,0.707507133,-0.003532671,0.022695111,0.706332862,0.000000000,14.000000000,1777445889941856.000000000,1777445889934356.000000000,0.212556019,-1.439761519,-0.000090393,1.000000000,0.003070605,0.003057363,0.002084121,,,,,,,,,,,,,,
1777445889.984129,,,,,,,,,,,,,,,,,,,,,,,,,,,,,106.020000000,1.291280207,0.056919930,0.798259534,-0.007088772,0.601853688,0.099095840,0.022441130,1.394007064,7.716113796,10.179004949,,,
1777445889.984196,0.000953154,-0.001970086,0.002992053,0.000023574,0.000015757,0.000226463,1.000000000,7.700645447,1.203123689,-9.996557236,0.011277962,0.011237323,0.026124891,0.707508087,-0.003528990,0.022693107,0.706332028,0.000000000,14.000000000,1777445889944356.000000000,1777445889936856.000000000,0.211873353,-1.440244794,-0.000072414,1.000000000,0.003006901,0.002994515,0.002068524,,,,,,,,,,,,,,
1777445889.989024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,106.025000000,1.291502212,0.057163266,0.798191301,-0.007065844,0.601944037,0.099321440,0.022452102,1.386915576,7.717433411,10.178998262,,,
1777445889.989338,0.000990067,-0.000407793,0.003672867,0.000023577,0.000015759,0.000226477,1.000000000,7.701670170,1.196142912,-9.996580124,0.011296386,0.011255627,0.026092876,0.707504928,-0.003525271,0.022692988,0.706335187,0.000000000,14.000000000,1777445889949356.000000000,1777445889941856.000000000,0.210535377,-1.441402793,-0.000055989,1.000000000,0.003011812,0.002999507,0.002067696,,,,,,,,,,,,,,
1777445889.994055,,,,,,,,,,,,,,,,,,,,,,,,,,,,,106.030000000,1.291723444,0.057409729,0.798123265,-0.007042604,0.602034097,0.099550101,0.022463338,1.379818102,7.718745534,10.178991429,,,
1777445889.994161,0.000799316,0.000180887,0.003962629,0.000023586,0.000015768,0.000226508,1.000000000,7.702159882,1.192772150,-9.996604919,0.011333362,0.011292365,0.026139213,0.707504809,-0.003523550,0.022692654,0.706335366,0.000000000,14.000000000,1777445889954356.000000000,1777445889944356.000000000,0.209859625,-1.441905379,-0.000055617,1.000000000,0.003023184,0.003011042,0.002071043,,,,,,,,,,,,,,
1777445889.998987,,,,,,,,,,,,,,,,,,,,,,,,,,,,,106.035000000,1.291943901,0.057659136,0.798055427,-0.007019065,0.602123867,0.099781618,0.022474810,1.372714693,7.720050154,10.178984460,,,
1777445890.000739,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.751616275,-1.886034063,-9.995555878
1777445890.001786,-0.000107738,-0.001887464,0.003404665,0.000023598,0.000015779,0.000226249,1.000000000,7.704180717,1.178814769,-9.996650696,0.011389061,0.011347756,0.026208913,0.707499683,-0.003514490,0.022685615,0.706340790,0.000000000,14.000000000,1777445889961856.000000000,1777445889954356.000000000,0.207161993,-1.444211125,-0.000022387,1.000000000,0.003039342,0.003027512,0.002075296,,,,,,,,,,,,,,
1777445890.004142,,,,,,,,,,,,,,,,,,,,,,,,,,,,,106.040000000,1.292163597,0.057911237,0.797987785,-0.006995243,0.602213351,0.100015717,0.022486483,1.365605404,7.721347260,10.178977329,,,
1777445890.004430,-0.000039075,-0.002093984,0.002774214,0.000023607,0.000015787,0.000226280,1.000000000,7.704663754,1.175434232,-9.996673584,0.011426494,0.011384954,0.026255516,0.707501233,-0.003511650,0.022682555,0.706339359,0.000000000,14.000000000,1777445889964356.000000000,1777445889956856.000000000,0.206483856,-1.444715381,-0.000018688,1.000000000,0.003050789,0.003039124,0.002078642,,,,,,,,,,,,,,
1777445890.009181,,,,,,,,,,,,,,,,,,,,,,,,,,,,,106.045000000,1.292382555,0.058165704,0.797920335,-0.006971165,0.602302555,0.100252048,0.022498316,1.358490288,7.722636840,10.178970063,,,
1777445890.009263,0.000770331,-0.002811312,0.003174865,0.000023610,0.000015790,0.000226294,1.000000000,7.705665112,1.168418527,-9.996696472,0.011445285,0.011403627,0.026278857,0.707499385,-0.003504279,0.022677874,0.706341386,0.000000000,14.000000000,1777445889969356.000000000,1777445889961856.000000000,0.205145419,-1.445883155,-0.000010816,1.000000000,0.003055760,0.003044178,0.002079551,,,,,,,,,,,,,,
1777445890.014189,,,,,,,,,,,,,,,,,,,,,,,,,,,,,106.050000000,1.292600798,0.058422114,0.797853073,-0.006946868,0.602391487,0.100490165,0.022510256,1.351369397,7.723918882,10.178962680,,,
1777445890.014299,0.000691754,-0.003225560,0.003403768,0.000023618,0.000015799,0.000226325,1.000000000,7.706145287,1.165023327,-9.996717453,0.011482996,0.011441103,0.026325621,0.707500160,-0.003499842,0.022674521,0.706340730,0.000000000,14.000000000,1777445889974356.000000000,1777445889964356.000000000,0.204476625,-1.446391582,0.000007488,1.000000000,0.003067251,0.003055830,0.002082900,,,,,,,,,,,,,,
1777445890.019028,,,,,,,,,,,,,,,,,,,,,,,,,,,,,106.055000000,1.292818342,0.058679957,0.797786000,-0.006922395,0.602480147,0.100729539,0.022522247,1.344242786,7.725193377,10.178955174,,,
1777445890.020736,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.743760806,-1.914177209,-9.995555878
1777445890.021811,0.000194880,-0.004046539,0.003786899,0.000023575,0.000015755,0.000226300,1.000000000,7.707147121,1.158044696,-9.996742249,0.011273194,0.011233262,0.026094893,0.707497060,-0.003491332,0.022666704,0.706344128,0.000000000,14.000000000,1777445889976856.000000000,1777445889969356.000000000,0.203145191,-1.447513103,0.000034801,1.000000000,0.003003711,0.002993053,0.002067337,,,,,,,,,,,,,,
1777445890.023708,0.000050368,-0.004004305,0.003042398,0.000023578,0.000015758,0.000226314,1.000000000,7.708145142,1.151031613,-9.996765137,0.011291599,0.011251555,0.026118040,0.707495451,-0.003483123,0.022658447,0.706346035,0.000000000,14.000000000,1777445889981856.000000000,1777445889974356.000000000,0.201805592,-1.448638439,0.000062195,1.000000000,0.003008624,0.002998041,0.002068245,,,,,,,,,,,,,,
1777445890.024036,,,,,,,,,,,,,,,,,,,,,,,,,,,,,106.060000000,1.293035194,0.058938643,0.797719117,-0.006897807,0.602568535,0.100969589,0.022534233,1.337110507,7.726460313,10.178947535,,,
1777445890.029071,,,,,,,,,,,,,,,,,,,,,,,,,,,,,106.065000000,1.293251351,0.059197499,0.797652430,-0.006873178,0.602656645,0.101209667,0.022546159,1.329972612,7.727719681,10.178939765,,,
1777445890.029191,0.000599578,-0.003255858,0.002256426,0.000023590,0.000015770,0.000226360,1.000000000,7.709620953,1.140611768,-9.996810913,0.011347077,0.011306701,0.026187645,0.707497180,-0.003470582,0.022648439,0.706344724,0.000000000,14.000000000,1777445889989356.000000000,1777445889981856.000000000,0.199820876,-1.450306654,0.000113483,1.000000000,0.003024937,0.003014591,0.002072499,,,,,,,,,,,,,,
1777445890.034122,,,,,,,,,,,,,,,,,,,,,,,,,,,,,106.070000000,1.293466808,0.059455783,0.797585947,-0.006848589,0.602744467,0.101449061,0.022557966,1.322829155,7.728971473,10.178931852,,,
1777445890.034241,0.000324494,-0.002313445,0.002773920,0.000023599,0.000015778,0.000226391,1.000000000,7.710103512,1.137210369,-9.996833801,0.011384289,0.011343692,0.026234182,0.707498193,-0.003467352,0.022645442,0.706343830,0.000000000,14.000000000,1777445889994356.000000000,1777445889984356.000000000,0.199158236,-1.450814843,0.000133427,1.000000000,0.003036361,0.003026170,0.002075847,,,,,,,,,,,,,,
1777445890.038985,,,,,,,,,,,,,,,,,,,,,,,,,,,,,106.075000000,1.293681562,0.059712711,0.797519674,-0.006824123,0.602831995,0.101687017,0.022569588,1.315680188,7.730215678,10.178923776,,,
1777445890.040733,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.735781317,-1.942197614,-9.995555878
1777445890.041674,0.000480259,-0.001148324,0.002288595,0.000023611,0.000015790,0.000226437,1.000000000,7.712053299,1.123148680,-9.996877670,0.011440456,0.011399530,0.026304185,0.707496285,-0.003457685,0.022639316,0.706345975,0.000000000,14.000000000,1777445890001856.000000000,1777445889994356.000000000,0.196579397,-1.453141570,0.000225523,1.000000000,0.003052780,0.003042832,0.002080103,,,,,,,,,,,,,,
1777445890.044162,,,,,,,,,,,,,,,,,,,,,,,,,,,,,106.080000000,1.293895619,0.059967462,0.797453616,-0.006799864,0.602919225,0.101922721,0.022580949,1.308525762,7.731452290,10.178915528,,,
1777445890.044328,0.000670432,0.000435262,0.003356471,0.000023619,0.000015799,0.000226469,1.000000000,7.712528229,1.119738102,-9.996898651,0.011478130,0.011436984,0.026350988,0.707496583,-0.003456591,0.022639062,0.706345677,0.000000000,14.000000000,1777445890004356.000000000,1777445889996856.000000000,0.195939019,-1.453666329,0.000243189,1.000000000,0.003064274,0.003054483,0.002083451,,,,,,,,,,,,,,
