__time,/uav/cv/swing_angle/world_frame/cartesian/header/stamp/nanosec,/uav/cv/swing_angle/world_frame/cartesian/header/stamp/sec,/uav/cv/swing_angle/world_frame/cartesian/vector/x,/uav/cv/swing_angle/world_frame/cartesian/vector/y,/uav/cv/swing_angle/world_frame/cartesian/vector/z,/uav/cv_comp/swing_angle/world_frame/cartesian/header/stamp/nanosec,/uav/cv_comp/swing_angle/world_frame/cartesian/header/stamp/sec,/uav/cv_comp/swing_angle/world_frame/cartesian/vector/x,/uav/cv_comp/swing_angle/world_frame/cartesian/vector/y,/uav/cv_comp/swing_angle/world_frame/cartesian/vector/z,/uav/truth/swing_angle/world_frame/cartesian/header/stamp/nanosec,/uav/truth/swing_angle/world_frame/cartesian/header/stamp/sec,/uav/truth/swing_angle/world_frame/cartesian/vector/x,/uav/truth/swing_angle/world_frame/cartesian/vector/y,/uav/truth/swing_angle/world_frame/cartesian/vector/z
1777457292.350906,,,,,,350841894.000000000,1777457292.000000000,-0.995601249,24.049866576,1.000000000,,,,,
1777457292.353197,,,,,,,,,,,175000000.000000000,285.000000000,-1.012574504,22.338305079,1.095856419
1777457292.355790,,,,,,355726540.000000000,1777457292.000000000,-1.015526493,24.562406118,1.000000000,,,,,
1777457292.358299,,,,,,,,,,,180000000.000000000,285.000000000,-1.028718190,22.878720321,1.095667128
1777457292.363002,,,,,,362911569.000000000,1777457292.000000000,-1.044348064,25.304425749,1.000000000,,,,,
1777457292.363365,,,,,,,,,,,185000000.000000000,285.000000000,-1.044779022,23.414327872,1.095473399
1777457292.365810,,,,,,365742268.000000000,1777457292.000000000,-1.055625408,25.594869142,1.000000000,,,,,
1777457292.368442,,,,,,,,,,,190000000.000000000,285.000000000,-1.060723062,23.945021816,1.095275272
1777457292.371005,,,,,,370936712.000000000,1777457292.000000000,-1.076065805,26.121439209,1.000000000,,,,,
1777457292.373357,,,,,,,,,,,195000000.000000000,285.000000000,-1.076531181,24.470700313,1.095072767
1777457292.375851,,,,,,375799445.000000000,1777457292.000000000,-1.094967190,26.608677415,1.000000000,,,,,
1777457292.378203,,,,,,,,,,,200000000.000000000,285.000000000,-1.092206960,24.991258581,1.094865900
1777457292.382977,,,,,,382896768.000000000,1777457292.000000000,-1.122039405,27.307451357,1.000000000,,,,,
1777457292.383364,,,,,,,,,,,205000000.000000000,285.000000000,-1.107774538,25.506581650,1.094654743
1777457292.385606,200000000.000000000,285.000000000,-0.825262494,25.243827086,1.000000000,,,,,,,,,,
1777457292.388349,,,,,,,,,,,210000000.000000000,285.000000000,-1.123257387,26.016552402,1.094439397
1777457292.388481,,,,,,388416448.000000000,1777457292.000000000,-1.054482455,27.805432457,1.000000000,,,,,
1777457292.390917,,,,,,390868970.000000000,1777457292.000000000,-1.063591235,28.041963980,1.000000000,,,,,
1777457292.393486,,,,,,,,,,,215000000.000000000,285.000000000,-1.138652669,26.521060941,1.094219950
1777457292.395733,,,,,,395667873.000000000,1777457292.000000000,-1.081175420,28.498905500,1.000000000,,,,,
1777457292.398152,,,,,,,,,,,220000000.000000000,285.000000000,-1.153939002,27.020003328,1.093996462
1777457292.402967,,,,,,402879773.000000000,1777457292.000000000,-1.107073450,29.172122666,1.000000000,,,,,
1777457292.403377,,,,,,,,,,,225000000.000000000,285.000000000,-1.169091873,27.513274267,1.093769004
1777457292.408414,,,,,,,,,,,230000000.000000000,285.000000000,-1.184094269,28.000768560,1.093537658
1777457292.408469,,,,,,408391228.000000000,1777457292.000000000,-1.126559911,29.678615160,1.000000000,,,,,
1777457292.410809,,,,,,410736887.000000000,1777457292.000000000,-1.134797864,29.892704595,1.000000000,,,,,
1777457292.413232,,,,,,,,,,,235000000.000000000,285.000000000,-1.198943729,28.482388900,1.093302471
1777457292.415824,,,,,,415761728.000000000,1777457292.000000000,-1.152189639,30.344539413,1.000000000,,,,,
1777457292.418335,,,,,,,,,,,240000000.000000000,285.000000000,-1.213646750,28.958031998,1.093063506
1777457292.422921,,,,,,422840255.000000000,1777457292.000000000,-1.176195733,30.967396148,1.000000000,,,,,
1777457292.423736,,,,,,,,,,,245000000.000000000,285.000000000,-1.228206996,29.427586288,1.092820890
1777457292.425639,240000000.000000000,285.000000000,-0.958905465,29.270902391,1.000000000,,,,,,,,,,
1777457292.428259,,,,,,,,,,,250000000.000000000,285.000000000,-1.242614485,29.890939535,1.092574786
1777457292.428323,,,,,,428273962.000000000,1777457292.000000000,-1.134477944,31.462713735,1.000000000,,,,,
